,pressure
29.27,0.03459550921479856
29.36,0.02371152878767092
29.34,0.022316732976631455
29.32,0.02206521242054237
29.37,0.02169936433895825
29.38,0.021173457721681072
29.3,0.020967668175790002
29.35,0.020830475145195957
29.31,0.020601820094205883
29.29,0.02030456852791878
29.28,0.020167375497324735
29.33,0.01925275529336443
29.39,0.019138427767869393
29.4,0.017835093977225956
29.26,0.01769790094663191
29.41,0.017057666803859697
29.42,0.01666895321717657
29.25,0.01664608771207756
29.24,0.016554625691681528
29.45,0.0161659121049984
29.21,0.015845795033612293
29.43,0.015708602003018247
29.23,0.014931174829651986
29.49,0.014748250788859926
29.47,0.014588192253166873
29.46,0.01442813371747382
29.44,0.014062285635889698
29.2,0.013604975533909543
29.48,0.013467782503315498
29.19,0.013101934421731376
29.22,0.013101934421731376
29.5,0.013010472401335346
29.18,0.012690355329949238
29.51,0.012233045227969086
29.17,0.012050121187177024
29.53,0.011432752549503818
29.15,0.01113550098321672
29.52,0.01102117345772168
29.16,0.01083824941692962
29.57,0.010266611789454429
29.54,0.010106553253761376
29.13,0.009992225728266337
29.56,0.009946494718068322
29.14,0.009626377646682215
29.6,0.009557781131385192
29.55,0.009512050121187178
29.58,0.009420588100791147
29.12,0.008917546988612978
29.59,0.008894681483513972
29.11,0.008848950473315955
29.62,0.00784286824895962
29.1,0.007820002743860612
29.61,0.0077285407234645815
29.08,0.007637078703068551
29.09,0.0072026341061874055
29.64,0.00715690309598939
29.07,0.006951113550098322
29.06,0.006745324004207253
29.63,0.006539534458316184
29.71,0.006448072437920153
29.04,0.006242282892029085
29.65,0.00619655188183107
29.67,0.006013627841039009
29.05,0.005945031325741985
29.69,0.00551058672886084
29.66,0.005259066172771757
29.02,0.0051218731421777105
29.68,0.0051218731421777105
28.99,0.00455023551470252
29.03,0.004481638999405497
29.7,0.004413042484108474
29.01,0.004367311473910459
29.0,0.004344445968811451
28.98,0.004047194402524352
28.97,0.003475556775049161
28.95,0.0032469017240590843
29.73,0.003086843188366031
29.72,0.0029953811679700004
28.83,0.0029953811679700004
28.96,0.002766726116979924
28.89,0.0027438606118809165
29.75,0.002698129601682901
28.93,0.002698129601682901
29.74,0.002652398591484886
28.92,0.0025609365710888552
28.94,0.0025609365710888552
29.76,0.0024237435404948094
29.78,0.0023780125302967944
29.77,0.0022408194997027486
28.87,0.0022408194997027486
28.9,0.002080760964009695
28.91,0.0019892989436136642
29.79,0.001966433438514657
29.8,0.0018749714181186263
28.86,0.0018521059130196186
28.88,0.0018521059130196186
28.85,0.0017377783875245805
29.84,0.0016005853569305347
29.81,0.0016005853569305347
29.83,0.001509123336534504
28.82,0.0014405268212374811
29.82,0.0014405268212374811
28.84,0.001326199295742443
28.81,0.0012576027804454201
29.86,0.0011890062651483972
29.87,0.0011432752549503818
29.85,0.0010975442447523666
28.79,0.0010289477294553437
28.8,0.001006082224356336
29.88,0.0009374857090593132
28.77,0.0009146202039603055
29.92,0.0008917546988612979
29.89,0.0008917546988612979
29.95,0.0008231581835642749
29.91,0.0008002926784652673
29.94,0.0007774271733662596
29.97,0.000754561668267252
29.9,0.0007316961631682444
29.93,0.0007316961631682444
28.76,0.0006630996478712215
28.78,0.0006173686376732062
29.96,0.0005716376274751909
30.04,0.0005487721223761833
28.72,0.0005259066172771757
28.65,0.000503041112178168
28.75,0.0004801756070791604
28.73,0.0004801756070791604
30.01,0.0004573101019801527
30.05,0.0004344445968811451
29.99,0.0004344445968811451
28.6,0.00041157909178213747
30.0,0.00041157909178213747
28.68,0.00041157909178213747
28.62,0.00041157909178213747
29.98,0.00034298257648511456
28.71,0.00034298257648511456
28.69,0.00034298257648511456
28.61,0.00034298257648511456
28.74,0.0003201170713861069
28.64,0.0002972515662870993
30.02,0.0002972515662870993
28.66,0.00027438606118809165
30.03,0.00027438606118809165
28.67,0.000251520556089084
28.59,0.00022865505099007636
28.63,0.00022865505099007636
30.06,0.00020578954589106874
28.58,0.0001829240407920611
28.7,0.0001829240407920611
28.43,0.00013719303059404582
28.55,0.00011432752549503818
30.08,9.146202039603055e-05
28.54,9.146202039603055e-05
30.09,9.146202039603055e-05
30.07,9.146202039603055e-05
28.57,9.146202039603055e-05
28.5,9.146202039603055e-05
28.56,9.146202039603055e-05
28.44,6.859651529702291e-05
28.53,6.859651529702291e-05
28.51,4.573101019801528e-05
28.46,4.573101019801528e-05
28.52,4.573101019801528e-05
28.45,2.286550509900764e-05
28.49,2.286550509900764e-05
