valid_time_gmt,pressure
2017-01-20 02:53:00,29.43
2017-01-20 03:53:00,29.32
2017-01-20 04:53:00,29.3
2017-01-20 05:18:00,29.34
2017-01-20 05:24:00,29.33
2017-01-20 05:29:00,29.32
2017-01-20 05:53:00,29.29
2017-01-20 06:53:00,29.28
2017-01-20 07:19:00,29.3
2017-01-20 07:37:00,29.31
2017-01-20 07:53:00,29.31
2017-01-20 08:07:00,29.32
2017-01-20 08:46:00,29.33
2017-01-20 08:53:00,29.32
2017-01-20 09:53:00,29.32
2017-01-20 10:53:00,29.34
2017-01-20 11:53:00,29.31
2017-01-20 12:53:00,29.29
2017-01-20 13:53:00,29.3
2017-01-20 13:57:00,29.31
2017-01-20 14:53:00,29.3
2017-01-20 15:53:00,29.31
2017-01-20 15:58:00,29.31
2017-01-20 16:53:00,29.32
2017-01-20 17:53:00,29.35
2017-01-20 18:53:00,29.38
2017-01-20 19:22:00,29.39
2017-01-20 19:37:00,29.4
2017-01-20 19:53:00,29.41
2017-01-20 20:53:00,29.43
2017-01-20 21:53:00,29.45
2017-01-27 04:53:00,30.46
2017-01-27 05:53:00,30.47
2017-01-27 06:53:00,30.48
2017-01-27 07:53:00,30.49
2017-01-27 08:53:00,30.51
2017-01-27 09:53:00,30.53
2017-01-27 10:53:00,30.52
2017-01-27 11:53:00,30.49
2017-01-27 12:53:00,30.47
2017-01-27 13:53:00,30.47
2017-01-27 14:53:00,30.46
2017-01-27 15:53:00,30.47
2017-01-27 16:53:00,30.48
2017-01-27 17:53:00,30.49
2017-01-27 18:53:00,30.5
2017-01-27 19:53:00,30.51
2017-01-27 20:53:00,30.52
2017-01-27 21:53:00,30.52
2017-01-27 22:53:00,30.52
2017-01-27 23:53:00,30.51
2017-01-28 00:53:00,30.49
2017-01-28 01:53:00,30.49
2017-01-28 02:53:00,30.51
2017-01-28 03:53:00,30.5
2017-01-28 04:53:00,30.5
2017-01-28 05:53:00,30.52
2017-01-28 06:53:00,30.52
2017-01-28 07:53:00,30.52
2017-01-28 08:53:00,30.52
2017-01-28 09:53:00,30.53
2017-01-28 10:53:00,30.51
2017-01-28 11:53:00,30.48
2017-02-17 04:53:00,29.37
2017-02-17 05:53:00,29.32
2017-02-17 06:53:00,29.26
2017-02-17 07:53:00,29.21
2017-02-17 08:53:00,29.16
2017-02-17 09:53:00,29.13
2017-02-17 10:53:00,29.13
2017-02-17 11:53:00,29.13
2017-02-17 12:01:00,29.13
2017-02-17 12:53:00,29.12
2017-02-17 13:53:00,29.1
2017-02-17 14:53:00,29.09
2017-02-17 15:37:00,29.09
2017-02-17 15:53:00,29.08
2017-02-17 16:53:00,29.08
2017-02-17 17:53:00,29.1
2017-02-17 18:53:00,29.13
2017-02-17 19:53:00,29.19
2017-02-17 20:53:00,29.21
2017-02-17 21:53:00,29.22
2017-02-17 22:53:00,29.23
2017-02-17 23:53:00,29.25
2017-02-18 00:53:00,29.27
2017-02-18 01:53:00,29.3
2017-02-18 02:53:00,29.32
2017-02-18 03:46:00,29.35
2017-02-18 03:53:00,29.36
2017-02-18 04:05:00,29.36
2017-02-18 04:19:00,29.38
2017-02-18 04:26:00,29.38
2017-02-18 04:34:00,29.38
2017-02-18 04:53:00,29.38
2017-02-18 05:25:00,29.39
2017-02-18 05:32:00,29.39
2017-02-18 05:53:00,29.4
2017-02-18 06:53:00,29.43
2017-02-18 07:08:00,29.44
