,temp
55,0.058981233243967826
57,0.058568777067436587
56,0.05382553103732728
58,0.051763250154671064
54,0.05093833780160858
59,0.05073210971334296
60,0.04495772324190555
61,0.04062693338832749
53,0.03918333677046814
62,0.03526500309342132
51,0.034646318828624456
52,0.032171581769437
50,0.030934213239843265
63,0.029903072798515156
64,0.027634563827593318
49,0.024953598680140236
65,0.023097545885749637
66,0.021035265003093422
48,0.020210352650030933
47,0.020004124561765313
68,0.016910703237780985
67,0.016704475149515365
69,0.016498247061249742
45,0.014229738090327902
46,0.014229738090327902
70,0.01402351000206228
71,0.013817281913796659
44,0.010723860589812333
74,0.010517632501546711
73,0.01031140441328109
72,0.01031140441328109
75,0.009898948236749845
43,0.009692720148484223
41,0.00804289544235925
42,0.006599298824499897
40,0.006186842647968653
77,0.006186842647968653
78,0.005568158383171788
76,0.005155702206640545
38,0.004537017941843679
39,0.004330789853578057
80,0.0041245617653124355
81,0.0032996494122499486
85,0.0032996494122499486
79,0.002680965147453083
37,0.002474737059187461
88,0.0022685089709218397
82,0.0020622808826562177
86,0.0020622808826562177
87,0.0020622808826562177
83,0.001856052794390596
89,0.0014435966178593523
84,0.0014435966178593523
36,0.0012373685295937306
91,0.0008249123530624871
94,0.0006186842647968653
34,0.00041245617653124357
32,0.00041245617653124357
92,0.00041245617653124357
33,0.00041245617653124357
93,0.00041245617653124357
95,0.00041245617653124357
90,0.00041245617653124357
35,0.00041245617653124357
100,0.00020622808826562179
101,0.00020622808826562179
98,0.00020622808826562179
102,0.00020622808826562179
99,0.00020622808826562179
