,osmid,geometry,fclass,name
0,153302836,POINT (-87.6492523 41.871885),university,University of Illinois at Chicago
1,153429397,POINT (-87.6157662 41.8517029),attraction,McCormick Place
2,258490031,POINT (-87.6438467 41.9512273),parking,
3,259389081,POINT (-87.637086 41.9337152),hospital,St. Joseph Hospital
4,259578819,POINT (-87.6496509 41.9664728),hospital,Weiss Memorial Hospital
5,259749266,POINT (-87.6224896 41.8353967),school,Illinois College of Optometry
6,266656387,POINT (-87.7623116 41.9703664),bus_station,Jefferson Park
7,269688947,POINT (-87.7721932 42.0040769),post_box,
8,269689207,POINT (-87.7645605 41.9975483),post_office,
9,269689708,POINT (-87.7809228 42.0078098),pitch,
10,269689709,POINT (-87.7800183 42.0071886),pitch,
11,269689710,POINT (-87.780263 42.0081566),pitch,
12,269689724,POINT (-87.780255 42.006608),pitch,
13,269689745,POINT (-87.7793917 42.0069526),pitch,
14,269690080,POINT (-87.7792458 42.0066592),pitch,
15,269690133,POINT (-87.7665686 41.9981762),fire_station,
16,269690452,POINT (-87.761187 41.99942),school,Edgebrook
17,269690517,POINT (-87.7619595 42.0011422),pitch,
18,269690553,POINT (-87.7611184 42.0006829),pitch,
19,269691036,POINT (-87.7871251 41.9970471),fuel,
20,269691510,POINT (-87.7873139 42.0116528),motel,
21,269691663,POINT (-87.7637104 41.9984505),bicycle,
22,269691809,POINT (-87.7795033 42.0075393),playground,
23,270855658,POINT (-87.5830705 41.7797426),pitch,
24,271275487,POINT (-87.6331198 41.8841747),theatre,Cadillac Palace Theatre
25,271275603,POINT (-87.6255101 41.8848116),theatre,Storefront Theater
26,271275710,POINT (-87.6213182 41.8795714),theatre,Rubloff Auditorium
27,271275794,POINT (-87.6251452 41.8759684),theatre,Auditorium Theatre
28,271278227,POINT (-87.6067542 41.8917167),theatre,Navy Pier Skyline Stage
29,271278525,POINT (-87.605819 41.8915514),theatre,Chicago Shakespeare Theater
30,282370094,POINT (-87.837263 41.9763227),supermarket,7-eleven
31,286083644,POINT (-87.8069146 42.0186773),fast_food,White Castle
32,286084353,POINT (-87.7636216 41.9705668),fast_food,McDonald's
33,286372329,POINT (-87.6515509 41.9241721),bicycle_parking,
