,osmid,geometry,fclass,name
0,153758936,POINT (-87.6163847 41.8518677),attraction,McCormick Place
1,258490031,POINT (-87.6438467 41.9512273),parking,
2,269688947,POINT (-87.7721932 42.0040769),post_box,
3,269689708,POINT (-87.7809228 42.0078098),pitch,
4,269689709,POINT (-87.7800183 42.0071886),pitch,
5,269689710,POINT (-87.780263 42.0081566),pitch,
6,269689724,POINT (-87.780255 42.006608),pitch,
7,269690517,POINT (-87.7619595 42.0011422),pitch,
8,269690553,POINT (-87.7611184 42.0006829),pitch,
9,269691510,POINT (-87.7873139 42.0116528),motel,
10,269691663,POINT (-87.7634036 41.9988654),bicycle,Edgebrook Cycle
11,270855658,POINT (-87.5830705 41.7797426),pitch,
12,271275487,POINT (-87.6331198 41.8841747),theatre,Cadillac Palace Theatre
13,271275603,POINT (-87.6255101 41.8848116),theatre,Storefront Theater
14,271275710,POINT (-87.6213182 41.8795714),theatre,Rubloff Auditorium
15,271275794,POINT (-87.6251452 41.8759684),theatre,Auditorium Theatre
16,271278525,POINT (-87.605819 41.8915514),theatre,Chicago Shakespeare Theater
17,282370094,POINT (-87.8373006 41.9763227),convenience,7-Eleven
18,286372329,POINT (-87.6515509 41.9241721),bicycle_parking,
19,286372562,POINT (-87.6492816 41.9256056),fast_food,McDonald's
20,286855523,POINT (-87.6352138 41.9227574),fountain,Eli Bates Fountain
21,287160477,POINT (-87.6532996 41.9260389),books,DePaul University Bookstore
22,287160478,POINT (-87.6535271 41.9256497),post_office,
23,287161903,POINT (-87.652705 41.9400583),restaurant,Clarke's
24,287181435,POINT (-87.6210452 41.8839379),bicycle_parking,
25,287314332,POINT (-87.654035 41.986611),drinking_water,
26,289550203,POINT (-87.7677764 41.9453231),hospital,Our Lady of Resurrection
27,300051942,POINT (-87.626422 41.8796732),fast_food,McDonald's
28,306736993,POINT (-87.6285662 41.8811013),hotel,Hampton Majestic Inn
29,306737605,POINT (-87.6279187 41.8800973),fast_food,Subway
30,306737694,POINT (-87.6246653 41.8802258),fast_food,Cozi
31,306737766,POINT (-87.626422 41.880648),fast_food,Corner Bakery Cafe
32,306740690,POINT (-87.6200636 41.892821),fast_food,Einstein Bros. Bagels
33,306741002,POINT (-87.6096584 41.8914263),restaurant,Bubba Gump Shrimp Co.
34,306741800,POINT (-87.609667 41.8919311),restaurant,Capi's Italian Kitchen
35,306742663,POINT (-87.6259094 41.8806046),pharmacy,CVS Pharmacy
36,306743175,POINT (-87.6264274 41.8814867),restaurant,Ada's Famous Deli & Restaurant
37,306744246,POINT (-87.6258565 41.8846313),fast_food,Qdoba Mexican Grill
38,306744421,POINT (-87.6259067 41.8834107),retail,Staples The Office Superstore
39,306744471,POINT (-87.626481 41.8843674),cafe,Starbucks Coffee
40,306744602,POINT (-87.6263353 41.8831644),cafe,Starbucks Coffee
41,307455970,POINT (-87.6259628 41.8839093),fast_food,McDonald's
42,308676840,POINT (-87.6564275 41.9255487),fuel,Mobil
43,308677177,POINT (-87.6568567 41.9254401),restaurant,Branko's Submarines
44,308677372,POINT (-87.6685702 41.924878),fuel,BP
45,310690950,POINT (-87.6265776 41.8783539),fast_food,
46,310690970,POINT (-87.6273347 41.8779269),books,Barnes and Noble
47,311438932,POINT (-87.6693323 41.9757947),theatre,Neofuturists
48,313107974,POINT (-87.6093038 41.8919284),cinema,Navy Pier IMAX Theatre
49,313771462,POINT (-87.669906 41.8713984),fast_food,Sbarro
50,317637543,POINT (-87.69856 41.9907178),fast_food,Wolfy's
51,318274065,POINT (-87.6255232 41.8819671),restaurant,Pizano's Pizza & Pasta
52,318274413,POINT (-87.6272156 41.8822267),fast_food,Jimmy John's
53,318276729,POINT (-87.6330295 41.920917),cafe,Park Place Cafe
54,344806004,POINT (-87.6377346 41.9035282),attraction,Seward Fountain
55,344806011,POINT (-87.6391428 41.9035461),attraction,Seward Clock
56,344810332,POINT (-87.7093649 41.9833412),convenience,7-Eleven
57,345385501,POINT (-87.648996 41.9374643),restaurant,Clark St Dog
58,346207271,POINT (-87.66165 41.9290156),restaurant,Rose Angelis
59,346210195,POINT (-87.6535647 41.9291497),restaurant,Lou Malnati's
60,346233089,POINT (-87.6835267 41.9612616),cafe,Julius Meinl
61,346234680,POINT (-87.6761596 41.9616382),cafe,Starbucks
62,346235240,POINT (-87.6766491 41.9616342),restaurant,La Amistad
63,346359040,POINT (-87.6798386 41.9175738),pub,Map Room
64,346368476,POINT (-87.6761732 41.9615509),post_box,
65,347158474,POINT (-87.6316738 41.8859392),pub,Midtown Kitchen & Bar
66,347159885,POINT (-87.6348689 41.9112846),cafe,Starbucks
67,347160446,POINT (-87.638364 41.9126984),restaurant,Twin Anchors
68,347162170,POINT (-87.6534874 41.9285367),cafe,Savor the Flavor
