,feels_like
73.0,0.029956932950515117
75.0,0.028648032426954906
72.0,0.025206890727917583
74.0,0.02223019760175646
70.0,0.021681303833811855
76.0,0.02121685526093565
63.0,0.02096351967573045
79.0,0.020097956426279345
55.0,0.019760175646005743
57.0,0.01950684006080054
66.0,0.01935906096943084
82.0,0.019126836682992737
64.0,0.018514609018746832
71.0,0.017522377976693128
80.0,0.017247931092720825
59.0,0.016867927714913022
50.0,0.01674125992231042
52.0,0.016572369532173618
68.0,0.01648792433710522
81.0,0.01648792433710522
54.0,0.01629792264820132
65.0,0.016171254855598716
61.0,0.016171254855598716
69.0,0.015495693295051512
56.0,0.015474581996284412
67.0,0.01532680290491471
58.0,0.014545684850532004
60.0,0.014165681472724201
53.0,0.013933457186286101
62.0,0.013701232899847999
85.0,0.013469008613409897
51.0,0.013067893936834994
39.0,0.013004560040533693
84.0,0.01241344367505489
33.0,0.012350109778753589
44.0,0.012286775882452288
42.0,0.012160108089849688
36.0,0.012012328998479987
83.0,0.011885661205877385
30.0,0.011864549907110285
37.0,0.011780104712041885
41.0,0.011674548218206383
45.0,0.011526769126836683
43.0,0.011505657828069582
38.0,0.011421212633001183
31.0,0.010724539773686877
78.0,0.010576760682317176
34.0,0.010154534706975173
32.0,0.010070089511906773
40.0,0.010048978213139673
29.0,0.008993413274784664
88.0,0.008930079378483365
87.0,0.008613409896976862
35.0,0.008528964701908462
86.0,0.008486742104374261
28.0,0.008127850025333559
89.0,0.007663401452457355
25.0,0.0075367336598547545
46.0,0.0074733997635534535
27.0,0.00698783989191015
24.0,0.006797838203006249
26.0,0.006692281709170749
90.0,0.005932274953555142
91.0,0.005911163654788043
23.0,0.005868941057253842
47.0,0.0058267184597196415
92.0,0.0053200472893092385
22.0,0.005108934301638237
93.0,0.004560040533693633
94.0,0.00407448066205033
48.0,0.003905590271913528
19.0,0.003863367674379328
21.0,0.0038000337780780273
95.0,0.003757811180543827
20.0,0.003187806113832123
17.0,0.003061138321229522
96.0,0.0029766931261611214
18.0,0.0029133592298598208
98.0,0.002892247931092721
16.0,0.0027233575409559194
49.0,0.002617801047120419
11.0,0.002512244553284918
97.0,0.0024277993582165177
99.0,0.002385576760682317
15.0,0.0022589089680797162
14.0,0.0020266846816416146
9.0,0.0020055733828745143
10.0,0.0020055733828745143
12.0,0.0019844620841074144
13.0,0.0017733490964364127
100.0,0.0017311264989022124
8.0,0.00139334571862861
5.0,0.0012877892247931094
101.0,0.001245566627258909
7.0,0.0011822327309576085
4.0,0.0010555649383550076
102.0,0.0009922310420537072
6.0,0.0009288971457524067
103.0,0.000823340651916906
1.0,0.0007388954568485054
2.0,0.0006122276642459044
104.0,0.0006122276642459044
3.0,0.0005277824691775038
0.0,0.0004433372741091032
105.0,0.0004433372741091032
107.0,0.00031666948150650226
-2.0,0.00029555818273940213
106.0,0.00027444688397230195
-3.0,0.00027444688397230195
-7.0,0.00027444688397230195
-5.0,0.00023222428643810168
-4.0,0.00021111298767100152
-1.0,0.00021111298767100152
108.0,0.00016889039013680122
77.0,0.00014777909136970107
-8.0,0.00014777909136970107
109.0,0.00010555649383550076
111.0,8.444519506840061e-05
110.0,8.444519506840061e-05
-10.0,6.333389630130046e-05
-9.0,6.333389630130046e-05
-6.0,6.333389630130046e-05
112.0,6.333389630130046e-05
114.0,4.2222597534200305e-05
-11.0,2.1111298767100152e-05
