,uv_index
0,0.4981633170072623
1,0.21237966559702753
2,0.08039182570511738
3,0.05332714068569498
4,0.036818105049822664
5,0.021554636041209257
6,0.0137645667961493
7,0.006692281709170749
-5,0.0030189157236953216
-4,0.0024489106569836176
-3,0.0018577942915048134
-6,0.0013300118223273096
8,0.0013089005235602095
-2,0.0012877892247931094
-7,0.0009077858469853066
-8,0.0008444519506840061
-10,0.0007388954568485054
-9,0.0007177841580814051
-22,0.0006755615605472049
-14,0.0006544502617801048
-15,0.0006333389630130045
-1,0.0006333389630130045
-27,0.0006122276642459044
-20,0.0005911163654788043
-19,0.0005700050667117041
-11,0.0005488937679446039
-12,0.0005488937679446039
-26,0.0005488937679446039
-16,0.0005277824691775038
-13,0.0005277824691775038
-17,0.0005277824691775038
-18,0.0005277824691775038
-36,0.0005066711704104037
-25,0.0004855598716433035
-29,0.0004855598716433035
-28,0.0004433372741091032
-53,0.0004433372741091032
-65,0.00042222597534200305
-35,0.00042222597534200305
-46,0.00042222597534200305
-58,0.00040111467657490287
-59,0.00040111467657490287
-37,0.00040111467657490287
-48,0.00038000337780780274
-51,0.00038000337780780274
-54,0.00038000337780780274
-112,0.00038000337780780274
-77,0.00035889207904070256
-21,0.00035889207904070256
-32,0.00035889207904070256
-75,0.00035889207904070256
-41,0.00035889207904070256
-44,0.00035889207904070256
-57,0.00033778078027360244
-117,0.00033778078027360244
-95,0.00033778078027360244
-76,0.00033778078027360244
-40,0.00033778078027360244
-49,0.00033778078027360244
-83,0.00033778078027360244
-101,0.00033778078027360244
9,0.00033778078027360244
-39,0.00033778078027360244
-67,0.00033778078027360244
-23,0.00033778078027360244
-47,0.00033778078027360244
-55,0.00031666948150650226
-30,0.00031666948150650226
-120,0.00031666948150650226
-60,0.00031666948150650226
-43,0.00031666948150650226
-71,0.00031666948150650226
-80,0.00031666948150650226
-64,0.00031666948150650226
-56,0.00029555818273940213
-24,0.00029555818273940213
-115,0.00029555818273940213
-103,0.00029555818273940213
-79,0.00029555818273940213
-91,0.00029555818273940213
-81,0.00029555818273940213
-110,0.00029555818273940213
-127,0.00029555818273940213
-34,0.00027444688397230195
-94,0.00027444688397230195
-109,0.00027444688397230195
-69,0.00027444688397230195
-114,0.00027444688397230195
-159,0.00027444688397230195
-93,0.00027444688397230195
-78,0.00027444688397230195
