,osmid,geometry,fclass,name
0,158809984,POINT (-73.9987505 40.72288),attraction,SoHo
1,166878947,POINT (-74.0055003 40.7024303),ferry_terminal,Pier 11/Wall Street Terminal
2,248607290,POINT (-73.9908743 40.7021785),parking,private parking lot
3,248607421,POINT (-73.9901018 40.701183),parking,private parking lot
4,280572143,POINT (-73.9083348 40.7707762),hotel,
5,291921307,POINT (-73.9582443 40.7995165),drinking_water,
6,291921309,POINT (-73.955369 40.7928726),drinking_water,
7,291921311,POINT (-73.9556265 40.7921984),drinking_water,
8,299046361,POINT (-73.9855699 40.7579523),attraction,Times Square
9,311366890,POINT (-73.9689522 40.8027944),attraction,Nicholas Roerich Museum
10,320948228,POINT (-74.0028376 40.7057752),attraction,South Street Seaport
11,320950726,POINT (-74.0173925 40.7149273),ferry_terminal,World Financial Center
12,322546340,POINT (-73.9710255 40.773851),toilets,
13,348454463,POINT (-73.9665969 40.7738831),toilets,Toilet
14,349323821,POINT (-73.9766972 40.7625361),restaurant,Five Guys
15,357544003,POINT (-73.8418015 40.6148267),park,Jamaica Bay Wildlife Refuge
16,357544058,POINT (-73.8534686 40.6778811),grave_yard,Acacia Cemetery
17,357544071,POINT (-74.0865303 40.5973267),school,Academy of Saint Dorothy
18,357544280,POINT (-73.9137481 40.7123248),grave_yard,Ahawith Chesed Cemetery
19,357544551,POINT (-73.9215257 40.8303783),school,All Hallows School
20,357544577,POINT (-73.9445117 40.7012239),school,All Saints High School
21,357544706,POINT (-73.7404097 40.7470466),park,Alley Pond Park
22,357544728,POINT (-74.1012531 40.6370481),park,Allison Park
23,357544809,POINT (-73.9387487 40.6289931),park,Amersfort Park
24,357544886,POINT (-73.7465943 40.6980722),school,Andrew Jackson High School
25,357545298,POINT (-74.163199 40.5998264),place_of_worship,Asbury Church (historical)
26,357545339,POINT (-73.8785433 40.7356909),school,Ascension School
27,357545623,POINT (-74.0959751 40.6126042),school,Augustinian Academy (historical)
28,357545944,POINT (-73.7859666 40.6745478),park,Baisley Pond Park
29,357545993,POINT (-73.9140253 40.8731554),park,Baker Field
30,357547151,POINT (-73.855413 40.6778811),grave_yard,Bayside Cemetery
31,357548187,POINT (-73.8984698 40.7070471),park,Benninger Playground
32,357548361,POINT (-73.9825978 40.732711),school,High School for Health Profesion and Human Services
33,357548368,POINT (-73.963484 40.7097874),school,Beth Jacob Seminary
34,357548449,POINT (-74.2347103 40.5155565),place_of_worship,Bethel Church
35,357549890,POINT (-73.9121693 40.7587617),hospital,Boulevard Hospital
36,357549973,POINT (-73.8257737 40.7474578),hospital,New York Hospital Medical Center of Queens
37,357550025,POINT (-73.9479156 40.6848253),school,Boys High School
38,357550733,POINT (-73.8395859 40.8487339),hospital,Bronx Psychiatric Center
39,357550821,POINT (-73.9106088 40.5915064),park,Brooklyn Marine Park
40,357550827,POINT (-73.9523602 40.6667701),school,Brooklyn Preparatory School
41,357550955,POINT (-73.7445766 40.6614925),park,Brookville Park
42,357551778,POINT (-73.9116987 40.6971081),school,Bushwick High School
43,357551782,POINT (-73.9240261 40.7028806),park,Maria Hernandez Park
44,357552223,POINT (-73.9040255 40.6367708),grave_yard,Canarsie Cemetery
45,357552232,POINT (-73.8912474 40.6281598),park,Canarsie Park
46,357552375,POINT (-73.8407131 40.8833714),school,Cardinal Spellman High School
47,357552769,POINT (-73.8312457 40.7356579),grave_yard,Cedar Grove Cemetery
48,357552875,POINT (-73.9001366 40.6862142),grave_yard,Cemetery of the Evergreens
49,357553723,POINT (-74.092928 40.6434361),place_of_worship,Christ Church
50,357554167,POINT (-73.9109702 40.7109359),park,Grover Cleveland Park
51,357554659,POINT (-73.9423116 40.7704141),hospital,Coler - Goldwater Memorial Hospital Coler Campus
52,357554996,POINT (-74.0893399 40.6288151),school,Notre Dame Academy
53,357555174,POINT (-73.9905606 40.7295282),university,The Cooper Union
54,357555434,POINT (-74.1640324 40.6095484),school,Moore Catholic High School
