,osmid,geometry,fclass,name
0,166878947,POINT (-74.0055003 40.7024303),ferry_terminal,Pier 11/Wall Street Terminal
1,246512355,POINT (-73.990321 40.7359418),park,Union Square
2,248607290,POINT (-73.9908743 40.7021785),parking,
3,248607421,POINT (-73.9901018 40.701183),parking,
4,248707866,POINT (-73.9709961 40.7485411),park,
5,274323915,POINT (-73.8450742 40.7463713),attraction,The Unisphere
6,280572143,POINT (-73.9084732 40.770824),hotel,
7,291921307,POINT (-73.9582443 40.7995165),drinking_water,
8,291921308,POINT (-73.9591241 40.7944484),drinking_water,
9,291921309,POINT (-73.955369 40.7928726),drinking_water,
10,291921311,POINT (-73.9556265 40.7921984),drinking_water,
11,299046361,POINT (-73.9852615 40.7585318),public_building,Times Square
12,311366890,POINT (-73.9689522 40.8027944),attraction,Nicholas Roerich Museum
13,320948228,POINT (-74.0028376 40.7057752),attraction,South Street Seaport
14,320950726,POINT (-74.0173925 40.7149273),ferry_terminal,World Financial Center
15,322546340,POINT (-73.9710255 40.773851),toilets,
16,348454463,POINT (-73.9666324 40.7739996),toilets,Toilet
17,348454541,POINT (-73.9678792 40.7720233),playground,East 72nd Street Playground
18,349323821,POINT (-73.9769132 40.7625332),restaurant,Five Guys
19,357544003,POINT (-73.8418015 40.6148267),park,Jamaica Bay Wildlife Refuge
20,357544016,POINT (-73.8768025 40.6409373),park,Spring Creek Park
21,357544058,POINT (-73.8534686 40.6778811),grave_yard,Acacia Cemetery
22,357544067,POINT (-73.8825263 40.7677527),school,Vaughn College of Aeronautics and Technology
23,357544071,POINT (-74.0865303 40.5973267),school,Academy of Saint Dorothy
24,357544183,POINT (-73.9029141 40.8217674),school,Addams Vocational High School
25,357544280,POINT (-73.9137481 40.7123248),grave_yard,Ahawith Chesed Cemetery
26,357544551,POINT (-73.9215257 40.8303783),school,All Hallows School
27,357544577,POINT (-73.9445823 40.7012139),school,All Saints High School
28,357544706,POINT (-73.7404097 40.7470466),park,Alley Park
29,357544728,POINT (-74.1012531 40.6370481),park,Allison Park
30,357544809,POINT (-73.9387487 40.6289931),park,Amersfort Park
31,357544886,POINT (-73.7462433 40.6981586),school,Andrew Jackson High School
32,357545021,POINT (-73.8870802 40.8512113),school,Aquinas High School
33,357545298,POINT (-74.163199 40.5998264),place_of_worship,Asbury Church (historical)
34,357545339,POINT (-73.8784693 40.7356578),school,Ascension School
