,osmid,geometry,fclass,name
0,166878947,POINT (-74.0055003 40.7024303),ferry_terminal,Pier 11/Wall Street Terminal
1,246512355,POINT (-73.990321 40.7359418),park,Union Square
2,248607290,POINT (-73.9908743 40.7021785),parking,
3,248607421,POINT (-73.9901018 40.701183),parking,
4,280572143,POINT (-73.9083348 40.7707762),hotel,
5,291921307,POINT (-73.9582443 40.7995165),drinking_water,
6,291921308,POINT (-73.9591241 40.7944484),drinking_water,
7,291921309,POINT (-73.955369 40.7928726),drinking_water,
8,291921311,POINT (-73.9556265 40.7921984),drinking_water,
9,299046361,POINT (-73.9855699 40.7579523),attraction,Times Square
10,311366890,POINT (-73.9689522 40.8027944),attraction,Nicholas Roerich Museum
11,320948228,POINT (-74.0028376 40.7057752),attraction,South Street Seaport
12,320950726,POINT (-74.0173925 40.7149273),ferry_terminal,World Financial Center
13,322546340,POINT (-73.9710255 40.773851),toilets,
14,348454463,POINT (-73.9666324 40.7739996),toilets,Toilet
15,348454541,POINT (-73.9678792 40.7720233),playground,East 72nd Street Playground
16,349323821,POINT (-73.9766972 40.7625361),restaurant,Five Guys
17,357544003,POINT (-73.8418015 40.6148267),park,Jamaica Bay Wildlife Refuge
18,357544016,POINT (-73.8768025 40.6409373),park,Spring Creek Park
19,357544058,POINT (-73.8534686 40.6778811),grave_yard,Acacia Cemetery
20,357544071,POINT (-74.0865303 40.5973267),school,Academy of Saint Dorothy
21,357544280,POINT (-73.9137481 40.7123248),grave_yard,Ahawith Chesed Cemetery
22,357544551,POINT (-73.9215257 40.8303783),school,All Hallows School
23,357544577,POINT (-73.9445117 40.7012239),school,All Saints High School
24,357544706,POINT (-73.7404097 40.7470466),park,Alley Pond Park
25,357544728,POINT (-74.1012531 40.6370481),park,Allison Park
26,357544809,POINT (-73.9387487 40.6289931),park,Amersfort Park
27,357544886,POINT (-73.7465943 40.6980722),school,Andrew Jackson High School
28,357545298,POINT (-74.163199 40.5998264),place_of_worship,Asbury Church (historical)
29,357545339,POINT (-73.8785433 40.7356909),school,Ascension School
30,357545623,POINT (-74.0959751 40.6126042),school,Augustinian Academy (historical)
31,357545696,POINT (-73.9304152 40.7428798),school,Aviation High School
32,357545944,POINT (-73.7859666 40.6745478),park,Baisley Pond Park
33,357545993,POINT (-73.9140253 40.8731554),park,Baker Field
34,357546843,POINT (-74.15431 40.6220482),grave_yard,Baron Hirsch Cemetery
