valid_time_gmt,dewPt
2013-11-24 00:52:00,7.0
2013-11-24 01:52:00,6.0
2013-11-24 02:52:00,0.0
2013-11-24 03:52:00,1.0
2013-11-24 04:52:00,1.0
2013-11-24 05:52:00,3.0
2013-11-24 06:52:00,3.0
2013-11-24 07:52:00,4.0
2013-11-24 08:52:00,5.0
2013-11-24 09:52:00,5.0
2013-11-24 10:52:00,4.0
2013-11-24 11:52:00,5.0
2013-11-24 12:52:00,4.0
2013-11-24 13:52:00,3.0
2013-11-24 14:52:00,4.0
2013-11-24 15:52:00,4.0
2013-11-24 16:52:00,6.0
2013-11-24 17:52:00,5.0
2013-11-24 18:52:00,5.0
2013-11-24 19:52:00,5.0
2013-11-24 20:52:00,6.0
2013-11-24 21:52:00,7.0
2013-11-24 22:52:00,6.0
2013-11-24 23:52:00,6.0
2013-11-25 00:52:00,6.0
2013-11-25 01:52:00,6.0
2013-11-25 02:52:00,6.0
2013-11-25 03:52:00,6.0
2013-11-25 04:52:00,6.0
2013-11-25 05:52:00,6.0
2013-11-25 06:52:00,6.0
2013-11-25 07:52:00,5.0
2013-11-25 08:52:00,6.0
2013-11-25 09:52:00,7.0
2013-11-25 10:52:00,6.0
2013-11-25 11:52:00,9.0
2013-11-25 12:52:00,9.0
2013-11-25 13:52:00,9.0
2013-11-25 14:52:00,8.0
2013-12-12 13:52:00,9.0
2013-12-12 14:52:00,9.0
2013-12-12 15:52:00,8.0
2013-12-12 16:52:00,8.0
2013-12-12 17:52:00,9.0
2013-12-12 18:52:00,7.0
2013-12-12 19:52:00,5.0
2013-12-12 20:52:00,9.0
2013-12-24 18:52:00,7.0
2013-12-24 19:52:00,9.0
2013-12-24 20:52:00,5.0
2013-12-24 21:52:00,5.0
2013-12-24 22:52:00,6.0
2013-12-24 23:52:00,7.0
2013-12-25 00:52:00,7.0
2013-12-25 01:52:00,8.0
2013-12-25 02:52:00,8.0
2013-12-25 03:52:00,8.0
2013-12-25 04:52:00,8.0
2013-12-25 05:52:00,7.0
2013-12-25 06:52:00,8.0
2013-12-25 07:52:00,9.0
2013-12-25 08:52:00,9.0
2013-12-25 09:52:00,9.0
2013-12-25 10:52:00,8.0
2013-12-25 11:52:00,8.0
2013-12-25 12:52:00,9.0
2013-12-25 13:52:00,9.0
2014-01-03 05:52:00,9.0
2014-01-03 06:17:00,7.0
2014-01-03 06:52:00,7.0
2014-01-03 07:52:00,6.0
2014-01-03 08:52:00,5.0
2014-01-03 09:52:00,3.0
2014-01-03 10:52:00,5.0
2014-01-03 11:52:00,4.0
2014-01-03 12:52:00,3.0
2014-01-03 13:52:00,2.0
2014-01-03 14:52:00,1.0
2014-01-03 15:52:00,2.0
2014-01-03 16:52:00,1.0
2014-01-03 17:52:00,0.0
2014-01-03 18:52:00,3.0
2014-01-03 19:52:00,1.0
2014-01-03 20:52:00,1.0
2014-01-03 21:52:00,1.0
2014-01-03 22:52:00,1.0
2014-01-03 23:52:00,3.0
2014-01-04 00:52:00,1.0
2014-01-04 01:52:00,3.0
2014-01-04 02:52:00,4.0
2014-01-04 03:52:00,2.0
2014-01-04 04:52:00,6.0
2014-01-04 05:52:00,6.0
2014-01-04 06:52:00,7.0
2014-01-04 07:52:00,5.0
2014-01-04 08:52:00,8.0
2014-01-06 18:52:00,5.0
2014-01-06 19:52:00,0.0
2014-01-06 20:52:00,-7.0
2014-01-06 21:52:00,-8.0
2014-01-06 22:52:00,-12.0
2014-01-06 23:52:00,-11.0
2014-01-07 00:52:00,-14.0
2014-01-07 01:52:00,-14.0
2014-01-07 02:52:00,-14.0
2014-01-07 03:52:00,-14.0
2014-01-07 04:52:00,-12.0
2014-01-07 05:52:00,-14.0
2014-01-07 06:52:00,-14.0
2014-01-07 07:52:00,-14.0
2014-01-07 08:52:00,-13.0
2014-01-07 09:52:00,-12.0
2014-01-07 10:52:00,-11.0
2014-01-07 11:52:00,-11.0
2014-01-07 12:52:00,-10.0
2014-01-07 13:52:00,-9.0
2014-01-07 14:52:00,-10.0
2014-01-07 15:52:00,-9.0
2014-01-07 16:52:00,-8.0
2014-01-07 17:52:00,-7.0
2014-01-07 18:52:00,-8.0
2014-01-07 19:52:00,-8.0
2014-01-07 20:52:00,-8.0
2014-01-07 21:52:00,-6.0
2014-01-07 22:52:00,-7.0
2014-01-07 23:52:00,-5.0
2014-01-08 00:52:00,-5.0
2014-01-08 01:52:00,-4.0
2014-01-08 02:52:00,-4.0
2014-01-08 03:52:00,-2.0
2014-01-08 04:52:00,-4.0
2014-01-08 05:52:00,-3.0
2014-01-08 06:52:00,-3.0
2014-01-08 07:52:00,-1.0
2014-01-08 08:52:00,-4.0
2014-01-08 09:52:00,3.0
2014-01-08 10:52:00,0.0
2014-01-08 11:52:00,0.0
2014-01-08 12:52:00,0.0
2014-01-08 13:52:00,-1.0
2014-01-08 14:52:00,0.0
2014-01-08 15:52:00,2.0
2014-01-08 16:52:00,3.0
2014-01-08 17:52:00,3.0
2014-01-08 18:52:00,7.0
2014-01-08 19:52:00,7.0
2014-01-10 04:56:00,7.0
2014-01-18 11:52:00,9.0
2014-01-18 12:52:00,8.0
2014-01-18 13:52:00,8.0
2014-01-18 14:52:00,8.0
2014-01-18 15:52:00,6.0
2014-01-18 16:52:00,7.0
2014-01-18 17:52:00,7.0
2014-01-18 18:52:00,7.0
