valid_time_gmt,dewPt
2014-01-06 04:51:00,-19.0
2014-01-06 05:51:00,-21.0
2014-01-06 06:51:00,-22.0
2014-01-06 07:51:00,-23.0
2014-01-06 08:51:00,-23.0
2014-01-06 09:51:00,-24.0
2014-01-06 10:51:00,-24.0
2014-01-06 11:42:00,-24.0
2014-01-06 11:51:00,-24.0
2014-01-06 12:51:00,-22.0
2014-01-06 13:51:00,-22.0
2014-01-06 14:51:00,-21.0
2014-01-06 15:51:00,-21.0
2014-01-06 16:51:00,-20.0
2014-01-06 17:25:00,-20.0
2014-01-06 17:51:00,-19.0
2014-01-06 18:51:00,-19.0
2014-01-06 19:51:00,-19.0
2014-01-06 20:51:00,-19.0
2014-01-06 21:51:00,-18.0
2014-01-06 22:51:00,-18.0
