valid_time_gmt,pressure
2009-05-04 19:00:00,29.97
2009-05-04 19:30:00,29.97
2009-05-04 20:00:00,29.97
2009-05-04 20:30:00,29.97
2009-05-04 21:00:00,29.97
2009-05-04 21:30:00,29.97
2009-05-04 22:00:00,29.97
2009-05-04 22:30:00,29.97
2009-05-04 23:00:00,29.97
2009-05-04 23:30:00,29.97
2009-05-05 00:00:00,29.97
2009-05-05 00:30:00,29.97
2009-05-05 01:00:00,29.97
2009-05-05 01:30:00,29.97
2009-05-05 08:30:00,29.97
2009-05-05 09:00:00,29.97
2009-05-05 09:30:00,29.97
2009-05-05 10:00:00,29.97
2009-05-05 10:30:00,29.97
2009-05-05 11:00:00,29.97
2009-05-30 08:00:00,29.97
2009-05-30 08:30:00,29.97
2009-05-30 09:00:00,29.97
2009-05-30 09:30:00,29.97
2009-05-30 10:00:00,29.97
2009-05-30 10:30:00,29.97
2009-05-30 11:00:00,29.97
2009-05-30 11:25:00,29.97
2009-05-30 11:30:00,29.97
2009-05-30 12:00:00,29.97
2009-05-30 18:30:00,29.97
2009-05-30 19:00:00,29.97
2009-05-30 19:30:00,29.97
2009-05-30 20:00:00,29.97
2009-05-30 20:30:00,29.97
2009-05-30 21:00:00,30.0
2009-05-30 21:30:00,30.0
2009-05-30 22:00:00,30.0
2009-05-30 22:30:00,30.0
2009-05-30 23:00:00,30.0
2009-05-30 23:30:00,30.0
2009-05-30 23:51:00,30.0
2009-05-31 00:00:00,30.0
2009-05-31 00:21:00,30.0
2009-05-31 00:30:00,30.0
2009-05-31 00:54:00,30.0
2009-05-31 01:00:00,30.0
2009-05-31 01:30:00,30.0
2009-05-31 02:00:00,30.0
2009-05-31 02:30:00,30.0
2009-05-31 03:00:00,30.0
2009-05-31 03:30:00,30.0
2009-05-31 04:00:00,30.0
2009-05-31 04:30:00,30.0
2009-05-31 05:00:00,30.0
2009-05-31 05:30:00,30.0
2009-05-31 05:49:00,30.0
2009-05-31 06:00:00,30.0
2009-05-31 06:08:00,30.0
2009-05-31 06:30:00,30.03
2009-05-31 07:00:00,30.03
2009-05-31 07:30:00,30.03
2009-05-31 08:00:00,30.03
2009-05-31 08:30:00,30.03
2009-05-31 09:00:00,30.03
2009-05-31 09:24:00,30.03
2009-05-31 09:30:00,30.03
2009-05-31 10:00:00,30.03
2009-05-31 10:30:00,30.03
2009-05-31 11:00:00,30.03
2009-05-31 11:30:00,30.0
2009-05-31 12:00:00,30.0
2009-05-31 12:30:00,30.0
2009-05-31 13:00:00,29.97
2009-05-31 13:30:00,29.97
2009-06-30 03:30:00,29.07
2009-06-30 04:00:00,29.07
2009-06-30 04:17:00,29.07
2009-06-30 04:30:00,29.04
2009-06-30 05:00:00,29.04
2009-06-30 05:30:00,29.04
2009-06-30 06:00:00,29.07
2009-06-30 06:30:00,29.07
2009-06-30 07:00:00,29.04
2009-06-30 07:30:00,29.04
2009-06-30 07:44:00,29.01
2009-06-30 08:00:00,29.01
2009-06-30 08:30:00,29.01
2009-06-30 08:43:00,29.01
2009-06-30 09:00:00,28.98
2009-06-30 09:17:00,29.01
2009-06-30 09:37:00,29.01
2009-06-30 10:00:00,28.98
2009-06-30 10:30:00,28.98
2009-06-30 10:52:00,28.95
2009-06-30 11:00:00,28.95
2009-06-30 11:30:00,28.89
2009-06-30 12:00:00,28.87
2009-06-30 12:30:00,28.84
2009-06-30 12:46:00,28.81
2009-06-30 13:00:00,28.78
2009-06-30 13:30:00,28.78
2009-06-30 14:00:00,28.78
2009-06-30 14:30:00,28.78
2009-06-30 15:00:00,28.75
2009-06-30 15:10:00,28.72
2009-06-30 15:30:00,28.72
2009-06-30 16:00:00,28.69
2009-06-30 16:25:00,28.75
2009-06-30 16:30:00,28.75
2009-06-30 16:46:00,28.81
2009-06-30 17:00:00,28.81
2009-06-30 17:08:00,28.81
2009-06-30 17:30:00,28.81
2009-06-30 18:00:00,28.81
2009-06-30 18:11:00,28.84
2009-06-30 18:30:00,28.84
2009-06-30 19:00:00,28.87
2009-06-30 19:30:00,28.92
2009-06-30 20:00:00,28.95
2009-06-30 20:30:00,28.95
2009-06-30 21:00:00,28.98
2009-06-30 21:30:00,28.98
2009-06-30 22:00:00,28.98
2009-06-30 22:30:00,29.01
2009-06-30 23:00:00,29.01
2009-06-30 23:30:00,29.01
2009-07-01 00:00:00,29.01
2009-07-01 00:30:00,29.04
2009-07-01 01:00:00,29.04
2009-07-01 01:30:00,29.01
2009-07-01 02:00:00,29.01
2009-07-01 02:30:00,29.01
2009-07-01 03:00:00,29.01
2009-07-01 03:30:00,29.01
2009-07-01 04:00:00,29.01
2009-07-01 04:30:00,29.01
2009-07-01 05:00:00,29.01
2009-07-01 05:30:00,29.01
2009-07-01 06:00:00,28.98
2009-07-01 06:30:00,28.98
2009-07-01 07:00:00,28.98
2009-07-01 07:26:00,28.98
2009-07-01 07:30:00,28.98
2009-07-01 08:00:00,28.98
2009-07-01 08:06:00,28.98
2009-07-01 08:30:00,28.98
2009-07-01 08:53:00,28.98
2009-07-01 09:00:00,28.98
2009-07-01 09:30:00,29.01
2009-07-01 09:41:00,28.98
2009-07-01 10:00:00,29.01
2009-07-01 10:30:00,29.01
2009-07-01 11:00:00,29.01
2009-07-01 11:13:00,29.01
2009-07-01 11:30:00,29.01
2009-07-01 12:00:00,29.01
2009-07-01 12:03:00,29.01
2009-07-01 12:30:00,29.01
2009-07-01 12:38:00,29.01
2009-07-01 13:00:00,29.01
2009-07-01 13:15:00,29.01
2009-07-01 13:22:00,28.98
2009-07-01 13:26:00,28.98
2009-07-01 13:30:00,28.98
2009-07-01 14:00:00,28.98
2009-07-01 14:20:00,28.98
2009-07-01 14:30:00,28.98
2009-07-01 14:47:00,28.98
2009-07-01 15:00:00,28.98
2009-07-01 15:30:00,28.98
2009-07-01 16:00:00,28.98
2009-07-01 16:18:00,29.01
2009-07-01 16:30:00,29.01
2009-07-01 17:00:00,29.01
2009-07-01 17:30:00,29.04
2009-07-01 18:00:00,29.07
2009-07-01 18:07:00,29.07
2009-07-01 18:30:00,29.07
2009-07-02 18:00:00,29.07
2009-07-02 19:30:00,29.07
2009-07-02 20:00:00,29.07
2009-08-16 05:15:00,29.07
2009-08-16 05:22:00,29.07
2009-08-16 05:30:00,29.07
2009-08-16 06:00:00,29.07
2009-08-16 06:13:00,29.07
2009-08-16 06:30:00,29.07
2009-08-16 06:55:00,29.07
2009-08-16 07:00:00,29.07
2009-08-16 07:30:00,29.04
2009-08-16 07:40:00,29.01
2009-08-16 08:00:00,29.04
2009-08-16 08:30:00,29.07
2009-08-16 09:00:00,29.07
2009-08-16 09:17:00,29.07
2009-08-16 09:22:00,29.04
2009-08-16 09:30:00,29.01
2009-08-16 09:36:00,29.01
2009-08-16 10:00:00,28.98
2009-08-16 10:30:00,29.01
2009-08-16 11:00:00,29.07
2009-08-16 11:26:00,29.07
2009-08-16 11:30:00,29.07
2009-08-16 13:30:00,29.07
2009-08-16 14:00:00,29.07
2009-08-16 14:18:00,29.07
2009-08-16 14:30:00,29.07
2009-08-16 14:32:00,29.07
