,feels_like
59,0.05755395683453238
61,0.0569283703472005
60,0.05598999061620269
57,0.05442602439787301
52,0.04785736628088833
58,0.04723177979355646
62,0.04316546762589928
55,0.03722239599624648
54,0.03534563653425086
63,0.035032843290584925
56,0.03409446355958711
53,0.030340944635595873
64,0.029402564904598062
51,0.026274632467938694
65,0.02471066624960901
50,0.02471066624960901
67,0.02158273381294964
79,0.02064435408195183
66,0.02064435408195183
72,0.020018767594619957
69,0.020018767594619957
73,0.01970597435095402
74,0.019393181107288084
70,0.019393181107288084
71,0.01876759461995621
68,0.018142008132624336
75,0.015326868939630905
76,0.015326868939630905
78,0.012511729746637473
80,0.009383797309978105
47,0.008758210822646231
48,0.008445417578980294
46,0.008132624335314358
49,0.008132624335314358
44,0.00781983109164842
81,0.007194244604316547
43,0.0065686581169846735
45,0.0065686581169846735
82,0.006255864873318737
83,0.0059430716296528
42,0.005317485142320926
77,0.004379105411323116
84,0.004066312167657179
39,0.003753518923991242
40,0.003753518923991242
85,0.003753518923991242
41,0.003440725680325305
86,0.0015639662183296842
88,0.0006255864873318737
38,0.0006255864873318737
37,0.0006255864873318737
89,0.0006255864873318737
36,0.00031279324366593683
93,0.00031279324366593683
92,0.00031279324366593683
90,0.00031279324366593683
91,0.00031279324366593683
94,0.00031279324366593683
87,0.00031279324366593683
34,0.00031279324366593683
