,osmid,geometry,fclass,name
0,110834482,POINT (145.023929 -38.4750263),parking,
1,110899207,POINT (144.8903568 -38.4930503),viewpoint,
2,110899379,POINT (144.8885647 -38.49312),parking,
3,110899481,POINT (144.8903915 -38.4929626),parking,
4,110899564,POINT (144.8890711 -38.492764),parking,
5,110900560,POINT (144.8883145 -38.4934724),viewpoint,
6,110919044,POINT (144.9474975 -38.3507071),viewpoint,Franklin Point
7,110919115,POINT (144.9486381 -38.3510965),viewpoint,Murrays Lookout
8,110919163,POINT (144.94711 -38.3540309),viewpoint,Chapmans Point
9,114507682,POINT (145.0668533 -38.2237063),yes,Tanti Park
10,278104286,POINT (144.8975582 -38.3581437),fast_food,KFC
11,278104311,POINT (144.898507 -38.3578853),fast_food,McDonald's
12,278111891,POINT (144.9027218 -38.3567861),pub,Rosebud Hotel
13,278111955,POINT (144.8921262 -38.3615757),supermarket,Coles
14,278113266,POINT (144.893642 -38.3596055),supermarket,Aldi
15,278907089,POINT (145.0138677 -38.2677962),toilets,
16,279248794,POINT (145.0335739 -38.2185087),pub,The Royal
17,279249060,POINT (145.0305022 -38.2448545),pub,Dava Hotel
18,314753593,POINT (145.0497393 -38.2387021),parking,
19,314753619,POINT (145.0535502 -38.2374886),parking,
20,314753783,POINT (145.0529751 -38.2386279),parking,
21,329962121,POINT (145.1907527 -38.3075846),post_office,
22,330379320,POINT (145.1336691 -38.1552163),fuel,BP Frankston South
23,347280908,POINT (145.0594863 -38.2156401),parking,
24,347280909,POINT (145.057882 -38.2165759),parking,
25,347280925,POINT (145.0593704 -38.2119503),parking,
26,357080092,POINT (144.9510593 -38.3531424),viewpoint,Arthurs Seat Lookout
27,364670764,POINT (145.1230414 -38.143289),post_office,Australia Post
28,364670798,POINT (145.1226834 -38.1431645),bank,Commonwealth Bank
29,364878387,POINT (145.1670586 -38.1509074),cinema,Village Cinemas
30,365210654,POINT (145.1360541 -38.147474),fast_food,Subway
31,365210655,POINT (145.1233423 -38.143757),fast_food,Subway
32,365210772,POINT (145.126413 -38.140202),supermarket,Woolworths
33,365210773,POINT (145.1234117 -38.1421829),supermarket,Coles
34,366792161,POINT (145.1966947 -38.1510983),supermarket,Coles
35,367121885,POINT (145.1252492 -38.1472529),fuel,United
36,367127064,POINT (145.0401252 -38.2193814),supermarket,Coles
37,367127065,POINT (145.0402218 -38.2237392),supermarket,Woolworths
38,367127279,POINT (145.0898802 -38.1838062),supermarket,Woolworths
39,368387444,POINT (145.1715701 -38.2244567),supermarket,Woolworths
40,368387447,POINT (145.1703702 -38.2240036),supermarket,Coles
41,369133026,POINT (145.1412837 -38.1845076),fast_food,Subway
42,369641654,POINT (145.2076137 -38.1413318),supermarket,Woolworths
43,369641655,POINT (145.2086369 -38.1424909),fast_food,Dominos Pizza
44,369641656,POINT (145.2087254 -38.1425932),fast_food,Subway
45,373087476,POINT (145.1965109 -38.308291),toilets,
46,373098236,POINT (145.1906991 -38.2908713),fuel,United
47,387995181,POINT (145.1374882 -38.1479574),parking_entrance,Underground parking entry
48,415515179,POINT (145.1233311 -38.1433523),bank,ANZ
49,415515181,POINT (145.1232064 -38.1433196),bank,Westpac
50,415515184,POINT (145.1234612 -38.1437562),fast_food,Nandos
51,415515200,POINT (145.1226082 -38.143539),pub,
52,415515203,POINT (145.1243653 -38.1436025),pharmacy,Chemist Warehouse
53,428222035,POINT (145.1266345 -38.1460347),fire_station,
54,445411877,POINT (145.1204742 -38.1452014),pub,Grand Hotel
55,445411879,POINT (145.119855 -38.1449481),pub,Flannigans
56,445411886,POINT (145.1203638 -38.1440875),toilets,Comfort Station
57,449383921,POINT (145.1388334 -38.1488098),department_store,Spotlight
58,469467228,POINT (145.139166 -38.1479112),department_store,The Good Guys
59,477116098,POINT (145.2085726 -38.1424002),fast_food,Big Fish
60,477116835,POINT (145.2035097 -38.1505448),convenience,
61,477116837,POINT (145.2088827 -38.158293),fire_station,Langwarrin Fire Station
62,477116956,POINT (145.1970123 -38.1504503),post_box,
63,477116957,POINT (145.1965574 -38.1507608),pharmacy,
64,477205792,POINT (145.1657769 -38.1521477),fast_food,McDonald's
65,477225552,POINT (144.9931734 -38.3112637),fuel,
66,519557975,POINT (145.1058307 -38.1558258),viewpoint,
67,519653498,POINT (145.0454008 -38.2284884),fast_food,Hungry Jacks
68,519653499,POINT (145.0457388 -38.2283578),fast_food,KFC
69,519653500,POINT (145.0462341 -38.2280156),fuel,7 Eleven
70,519653501,POINT (145.0444812 -38.2307725),fast_food,McDonald's
71,519653502,POINT (145.0449052 -38.2305027),fast_food,Red Rooster
72,585128015,POINT (144.9754223 -38.3279502),fuel,BP
73,585128018,POINT (145.1376987 -38.1652128),fuel,BP
74,585128019,POINT (145.0827579 -38.2003652),fuel,BP
75,604292318,POINT (145.1246202 -38.1397104),department_store,Kmart
76,604292555,POINT (145.1235994 -38.1420184),department_store,Target
77,604292950,POINT (145.125784 -38.1404588),parking_entrance,Bayside Shopping Centre Rooftop Parking
78,604293346,POINT (145.1231811 -38.1414584),parking_entrance,Bayside Shopping Centre Parking
79,605177328,POINT (145.1413294 -38.1847079),pharmacy,Chemist Warehouse
80,610957152,POINT (144.8875802 -38.479025),viewpoint,Lookout
81,613995085,POINT (145.177832 -38.1455102),artwork,
82,613995086,POINT (145.1777025 -38.1457734),artwork,
83,613995088,POINT (145.1767571 -38.1456521),artwork,
84,613995092,POINT (145.1767557 -38.1456774),artwork,
85,613995093,POINT (145.1767557 -38.1457027),artwork,
86,613995094,POINT (145.1774893 -38.1464995),artwork,
87,613995095,POINT (145.1768851 -38.1463709),artwork,
88,613995096,POINT (145.1756245 -38.1461974),artwork,
89,613995097,POINT (145.1759692 -38.1459442),artwork,
90,613995098,POINT (145.1761623 -38.1458124),artwork,
91,613995099,POINT (145.1760764 -38.1452555),artwork,
92,613995100,POINT (145.1772244 -38.1458904),artwork,
93,613995101,POINT (145.1775041 -38.1460898),artwork,
94,613995102,POINT (145.1771111 -38.1464141),artwork,
95,613995103,POINT (145.1773264 -38.1465027),artwork,
96,613995108,POINT (145.1757123 -38.1458409),artwork,
97,613995110,POINT (145.1754233 -38.1462896),artwork,
98,613995114,POINT (145.1759323 -38.1463524),artwork,
99,613995115,POINT (145.1761267 -38.1460196),artwork,
100,613995117,POINT (145.175949 -38.1457222),artwork,
101,613995122,POINT (145.1764862 -38.1460334),gallery,McClelland Gallery and Sculpture Park
102,613995125,POINT (145.1766115 -38.1463397),artwork,
103,613995128,POINT (145.1765301 -38.1457816),cafe,McClelland Gallery Café
104,613995134,POINT (145.1763098 -38.1467917),parking,
105,616892656,POINT (145.0915299 -38.1826513),toilets,
106,617532026,POINT (145.1258816 -38.3741939),toilets,
107,617532610,POINT (145.1249803 -38.3730163),supermarket,IGA
108,617538065,POINT (145.0781927 -38.4237069),viewpoint,
109,617539470,POINT (145.071194 -38.423855),sports_centre,Point Leo Surf and Life Saving Club
110,617539967,POINT (145.0710438 -38.4228127),toilets,Mens
111,617540033,POINT (145.0708614 -38.423191),toilets,Womens
112,617540141,POINT (145.0715985 -38.4231153),cafe,
113,617545282,POINT (145.0731853 -38.4237509),camp_site,
114,621514993,POINT (145.1570188 -38.1577791),viewpoint,
115,623720624,POINT (145.1368856 -38.1461367),fuel,Caltex Frankston
116,623911993,POINT (145.1249122 -38.2024747),fuel,United
117,631458644,POINT (145.139855 -38.1744163),fuel,Coles Express
118,631458645,POINT (145.1905118 -38.1526198),fuel,Coles Express
119,631458646,POINT (145.0485182 -38.2271361),fuel,Coles Express
120,631458648,POINT (145.0800522 -38.2537176),fuel,Coles Express
121,633120105,POINT (145.0390121 -38.2179401),department_store,Target
122,634963067,POINT (145.0477354 -38.2464675),fuel,Woolworths Petrol
123,634963074,POINT (145.1151723 -38.1500889),fuel,Caltex
124,634963080,POINT (145.134378 -38.1489663),fuel,Woolworths Petrol
125,634963084,POINT (145.0845673 -38.2412053),fuel,Caltex
126,634963087,POINT (145.04291 -38.2270866),fuel,Woolworths Petrol
127,634963092,POINT (145.1654371 -38.1515521),fuel,Woolworths Petrol
128,634963096,POINT (145.171647 -38.2234934),fuel,Woolworths Petrol
129,634963105,POINT (145.209092 -38.1423533),fuel,Woolworths Petrol
130,634963130,POINT (145.2142558 -38.1398926),fuel,United
131,634963143,POINT (145.1761669 -38.1417588),fuel,Woolworths Petrol
132,638198176,POINT (145.1964526 -38.1499238),fuel,BP
133,643035973,POINT (145.1634371 -38.1541459),fuel,7 Eleven
134,651020904,POINT (145.1657485 -38.1511378),restaurant,Hogs Breath Cafe
135,651021502,POINT (145.1656723 -38.1522934),fast_food,Subway
136,651022640,POINT (145.1654954 -38.153658),bank,Commonwealth Bank
137,651022812,POINT (145.1643283 -38.1531918),bank,Westpac
138,662734046,POINT (145.1697162 -38.2233494),fast_food,McDonald's
139,662734452,POINT (145.1695495 -38.2250572),department_store,Target
140,662735847,POINT (145.1831111 -38.2995085),fuel,United
141,667792116,POINT (145.0774243 -38.258503),fuel,United
142,692570445,POINT (145.0480895 -38.2453496),supermarket,Woolworths
143,716308091,POINT (145.1820361 -38.1997058),fuel,Shell
144,716430028,POINT (145.0531798 -38.2066955),bench,
145,716430032,POINT (145.0518119 -38.2082256),bench,
146,716430035,POINT (145.0498592 -38.2100339),bench,
147,768268914,POINT (145.2013784 -38.1467268),playground,
148,772366476,POINT (145.1599099 -38.1522694),toilets,
149,788488796,POINT (145.2034848 -38.1506523),post_box,Northgateway
150,832428965,POINT (144.8782196 -38.4646035),viewpoint,Lookout
151,832432259,POINT (144.886717 -38.4821839),viewpoint,Lookout
152,876653284,POINT (145.1249436 -38.141411),department_store,Myer
153,1012105625,POINT (145.1260897 -38.1397884),supermarket,ALDi
154,1056793276,POINT (145.1270165 -38.374217),bbq,
155,1060450332,POINT (145.1916781 -38.3261859),viewpoint,
156,1060450425,POINT (145.2017577 -38.3384078),parking,
157,1072484706,POINT (144.9442914 -38.3732038),parking,
158,1129138322,POINT (145.1459683 -38.1480657),laundry,Eastside Laundrette
159,1172044795,POINT (145.1298237 -38.1420036),laundry,The Washing Spot
160,1172044796,POINT (145.123601 -38.1427166),cafe,Gloria Jeans Coffee
161,1172044798,POINT (145.1231482 -38.1425529),toys,Toys R Us
162,1172044799,POINT (145.1233086 -38.1427567),sports,Rebel Sport
163,1172044801,POINT (145.1297459 -38.1419615),cafe,Degani Cafe
164,1172044806,POINT (145.1298886 -38.1420193),pharmacy,
165,1172048978,POINT (145.1262696 -38.1410712),car_repair,Bob Jane Tmart
166,1172058785,POINT (145.1234775 -38.1426258),hairdresser,Express Cuts
167,1172058788,POINT (145.1239522 -38.1424127),pharmacy,
168,1172058803,POINT (145.1236947 -38.1425287),hifi,Sanity
169,1172070402,POINT (145.1245207 -38.140508),alcohol,1st Choice Liquor Superstore
170,1186759582,POINT (144.9755793 -38.3277744),convenience,
171,1188667664,POINT (144.890479 -38.3615964),department_store,Target
172,1188667667,POINT (144.8912895 -38.3615842),department_store,Kmart
173,1190349816,POINT (144.984578 -38.3313441),telephone,
174,1190358372,POINT (144.9735662 -38.3393348),post_box,
175,1193796708,POINT (144.9649093 -38.3339803),supermarket,Ritchies Supa IGA
176,1193811262,POINT (144.9653345 -38.332699),bank,NAB
177,1193811265,POINT (144.9646264 -38.3338036),bakery,Baker's Delight
178,1193845612,POINT (144.9674076 -38.3338129),parking,
179,1193845636,POINT (144.9667076 -38.3336825),parking,
180,1194013498,POINT (145.1404779 -38.1746725),bbq,
181,1194013589,POINT (145.1416709 -38.1742002),bbq,
182,1196455346,POINT (144.9233555 -38.3508566),fuel,BP
183,1203922796,POINT (144.8848897 -38.3790476),fuel,Peninsula Gas and Fuel
184,1214806053,POINT (145.0445008 -38.4273941),fire_station,
185,1214806618,POINT (145.0446081 -38.4279152),post_box,Shoreham Post Office
186,1214806828,POINT (145.0461745 -38.4229394),place_of_worship,St Peter's Catholic Church
187,1218224072,POINT (145.0613785 -38.2196256),cafe,
188,1218224074,POINT (145.0623227 -38.2194823),outdoor,BCF
189,1218224075,POINT (145.061164 -38.2185389),stationery,Officeworks
190,1229982421,POINT (145.0386696 -38.2199825),bank,NAB
191,1229983424,POINT (145.0376638 -38.2185369),fast_food,Subway
192,1229989376,POINT (145.0387789 -38.2205109),alcohol,1st Choice Liquor
193,1229989832,POINT (145.0377998 -38.2193164),cafe,
194,1229989840,POINT (145.0385831 -38.2192657),cafe,Banjos
195,1229990177,POINT (145.0388403 -38.2195774),bank,Westpac
196,1229990178,POINT (145.0389423 -38.2196996),post_office,Australia Post
197,1229990183,POINT (145.0387035 -38.2194404),bank,ANZ
