valid_time_gmt,rh
2009-09-12 15:45:00,7.0
2009-09-12 16:00:00,8.0
2009-09-12 18:26:00,8.0
2009-09-12 18:30:00,8.0
2009-09-12 19:00:00,7.0
2009-09-12 20:03:00,7.0
2009-09-12 20:30:00,8.0
2009-09-12 21:30:00,8.0
2009-09-12 22:00:00,8.0
2009-11-14 12:00:00,8.0
2010-01-09 12:00:00,7.0
2010-01-09 12:30:00,7.0
2010-01-09 13:00:00,7.0
2010-01-16 12:00:00,8.0
2010-01-16 12:30:00,7.0
2010-01-16 12:42:00,6.0
2010-01-16 13:00:00,8.0
2010-01-22 17:13:00,7.0
2010-01-22 20:30:00,8.0
2012-12-23 12:00:00,8.0
2012-12-23 12:30:00,7.0
2012-12-23 13:00:00,7.0
2012-12-23 13:30:00,6.0
2012-12-23 14:00:00,7.0
2012-12-23 14:30:00,6.0
2012-12-23 15:00:00,4.0
2012-12-23 15:30:00,5.0
2012-12-23 16:00:00,4.0
2012-12-23 16:30:00,6.0
2012-12-23 17:00:00,5.0
2012-12-23 17:30:00,4.0
2012-12-23 18:00:00,3.0
2012-12-23 18:30:00,4.0
2012-12-23 19:00:00,5.0
2012-12-23 19:30:00,6.0
2013-01-11 13:00:00,8.0
2013-01-11 13:33:00,8.0
2013-01-11 14:00:00,8.0
2013-01-11 14:06:00,8.0
2013-01-11 14:30:00,8.0
2013-01-11 15:00:00,8.0
2013-01-11 15:06:00,6.0
2013-01-11 15:25:00,6.0
2013-01-11 15:30:00,6.0
2013-01-11 15:41:00,7.0
2013-01-11 16:00:00,7.0
2013-01-17 11:30:00,6.0
2013-01-17 12:00:00,7.0
2013-01-17 12:30:00,7.0
2013-01-17 13:00:00,8.0
2013-01-17 13:30:00,6.0
2013-01-17 14:00:00,8.0
2013-01-17 14:21:00,7.0
2013-01-17 14:35:00,7.0
2013-01-17 15:00:00,6.0
2013-01-17 15:33:00,7.0
2013-01-17 16:00:00,6.0
2013-01-17 16:30:00,6.0
2013-01-17 17:00:00,5.0
2013-01-17 17:30:00,5.0
2013-01-17 18:00:00,5.0
2013-01-17 18:30:00,5.0
2013-01-17 19:00:00,5.0
2013-01-17 19:30:00,5.0
2013-01-17 20:00:00,5.0
2013-01-17 20:30:00,6.0
2013-01-17 21:00:00,8.0
2013-02-06 13:30:00,8.0
2013-02-06 14:30:00,7.0
2013-02-06 15:00:00,7.0
2013-02-06 15:30:00,8.0
2013-02-06 16:00:00,6.0
2013-02-06 16:30:00,7.0
2013-02-06 17:00:00,6.0
2013-02-06 17:15:00,5.0
2013-02-06 17:30:00,7.0
2013-02-06 18:00:00,7.0
2013-02-06 18:30:00,6.0
2013-02-06 19:00:00,7.0
2013-02-06 19:30:00,8.0
2014-01-17 15:30:00,8.0
2014-01-17 16:00:00,6.0
2014-01-17 16:09:00,8.0
2014-01-17 16:30:00,7.0
2014-01-17 16:37:00,6.0
2014-01-17 17:00:00,6.0
2014-01-28 18:00:00,8.0
2014-01-28 18:30:00,8.0
2014-02-08 15:00:00,7.0
2014-02-08 15:30:00,7.0
2014-02-08 16:00:00,7.0
2014-02-08 16:30:00,7.0
2014-02-08 17:00:00,7.0
2014-02-08 17:30:00,8.0
2014-02-08 18:00:00,7.0
2014-02-08 18:30:00,7.0
2014-02-08 19:00:00,8.0
2014-02-08 19:30:00,8.0
2014-02-09 11:00:00,8.0
2014-02-09 11:30:00,7.0
2014-02-09 12:00:00,7.0
2014-11-08 14:30:00,8.0
2014-11-08 15:00:00,8.0
2014-11-08 15:30:00,7.0
2014-11-08 15:43:00,5.0
2014-11-08 16:00:00,5.0
2014-12-16 11:30:00,6.0
2014-12-16 12:00:00,7.0
2014-12-16 13:27:00,7.0
2014-12-16 14:00:00,8.0
2014-12-16 14:30:00,8.0
2014-12-16 14:39:00,8.0
2014-12-16 15:00:00,8.0
2014-12-16 15:22:00,7.0
2014-12-16 15:30:00,8.0
2015-01-02 15:00:00,8.0
2015-01-02 15:30:00,8.0
2015-01-02 16:00:00,8.0
2015-01-02 16:14:00,7.0
2015-01-02 16:30:00,6.0
2015-01-02 17:00:00,6.0
2015-01-02 17:14:00,7.0
2015-01-02 17:30:00,7.0
2015-01-02 18:00:00,6.0
2015-01-02 18:30:00,6.0
2015-01-02 19:00:00,7.0
2015-01-02 19:30:00,8.0
2015-10-06 12:44:00,8.0
2015-10-06 12:46:00,8.0
2015-10-06 12:50:00,8.0
2015-10-06 13:00:00,8.0
2015-10-06 13:30:00,7.0
2015-10-06 14:00:00,8.0
2015-10-15 15:00:00,7.0
2015-10-15 15:02:00,7.0
2015-10-15 15:32:00,6.0
2015-10-15 16:00:00,7.0
2015-10-15 16:30:00,8.0
2015-10-15 17:00:00,8.0
2015-10-15 17:30:00,8.0
2015-10-15 18:00:00,8.0
2015-11-08 16:00:00,8.0
2015-12-13 15:30:00,8.0
2015-12-19 14:30:00,8.0
2015-12-19 14:33:00,8.0
2015-12-19 14:47:00,8.0
2015-12-19 16:00:00,8.0
2015-12-31 13:00:00,8.0
2015-12-31 16:00:00,6.0
2015-12-31 17:00:00,8.0
2015-12-31 17:30:00,7.0
2015-12-31 18:00:00,7.0
2015-12-31 18:30:00,8.0
2015-12-31 19:00:00,7.0
2016-01-13 15:57:00,7.0
2016-01-13 16:05:00,8.0
2016-01-13 16:30:00,8.0
2016-01-13 17:00:00,7.0
2016-01-13 17:14:00,8.0
2016-02-13 15:30:00,5.0
2016-12-13 16:00:00,8.0
2017-12-13 18:30:00,8.0
2017-12-23 17:15:00,8.0
2018-01-19 13:22:00,7.0
2018-01-19 13:30:00,8.0
2018-01-19 14:30:00,7.0
2018-01-19 15:00:00,6.0
2018-01-19 15:24:00,6.0
2018-01-19 15:31:00,8.0
2018-01-19 16:00:00,6.0
2018-01-19 16:30:00,7.0
2018-12-27 15:06:00,8.0
2018-12-27 16:24:00,7.0
2018-12-27 17:12:00,8.0
2019-10-24 17:30:00,8.0
2019-10-24 18:00:00,7.0
2019-11-20 15:30:00,8.0
2019-11-21 13:16:00,6.0
2019-11-21 13:22:00,6.0
2019-11-21 13:28:00,5.0
2019-11-21 13:30:00,5.0
2019-11-21 14:00:00,6.0
2019-11-21 14:30:00,6.0
2019-11-21 14:47:00,7.0
2019-11-21 14:51:00,8.0
2019-12-09 12:30:00,8.0
2019-12-09 13:01:00,8.0
2019-12-09 13:30:00,7.0
2019-12-09 13:48:00,7.0
2019-12-09 14:00:00,7.0
2019-12-09 14:30:00,7.0
2019-12-09 15:00:00,5.0
2019-12-09 15:30:00,6.0
2019-12-09 16:00:00,5.0
2019-12-09 16:30:00,5.0
2019-12-09 17:00:00,6.0
2019-12-09 17:30:00,5.0
2019-12-09 18:00:00,6.0
2019-12-18 13:30:00,8.0
2019-12-18 14:00:00,8.0
2019-12-18 15:00:00,7.0
2019-12-18 15:30:00,7.0
2019-12-18 16:00:00,7.0
2019-12-18 16:38:00,8.0
2019-12-18 17:00:00,8.0
2019-12-18 17:30:00,8.0
2019-12-18 18:00:00,7.0
2019-12-18 18:30:00,7.0
2019-12-18 19:00:00,7.0
2019-12-20 10:00:00,8.0
2019-12-20 14:00:00,8.0
2019-12-20 14:19:00,8.0
2019-12-20 14:30:00,7.0
2019-12-20 15:00:00,7.0
2019-12-20 15:03:00,7.0
2019-12-20 15:30:00,6.0
2019-12-20 16:00:00,7.0
2019-12-20 16:04:00,6.0
2019-12-20 16:30:00,6.0
2019-12-20 16:55:00,7.0
2019-12-20 17:00:00,6.0
2019-12-20 17:25:00,6.0
2019-12-20 17:30:00,6.0
2019-12-20 18:00:00,6.0
2019-12-20 18:06:00,6.0
2019-12-20 18:30:00,7.0
2019-12-20 19:00:00,6.0
2019-12-20 19:30:00,7.0
2019-12-30 14:30:00,7.0
2019-12-30 15:00:00,8.0
2020-01-03 16:30:00,8.0
2020-01-30 15:00:00,8.0
2020-01-30 16:30:00,8.0
