osmid,source,geometry,created_by,highway,amenity,education,ele,gnis:county_id,gnis:created
354215339,,POINT (-87.6258809 41.6950343),,,place_of_worship,,184,031,09/09/1997
354215343,,POINT (-87.725611 41.8658656),,,place_of_worship,,184,031,09/09/1997
354215348,,POINT (-87.6617173 41.771978),,,place_of_worship,,183,031,09/09/1997
354215353,,POINT (-87.7156129 41.948643),,,place_of_worship,,181,031,09/09/1997
354215357,,POINT (-87.633107 41.8375333),,,place_of_worship,,180,031,09/09/1997
354215362,,POINT (-87.7483881 41.8128102),,,place_of_worship,,182,031,09/09/1997
354215366,,POINT (-87.6542152 41.6919785),,,place_of_worship,,188,031,09/09/1997
354215371,,POINT (-87.7311667 41.8658656),,,place_of_worship,,184,031,09/09/1997
354215375,,POINT (-87.6778271 41.6925338),,,place_of_worship,,200,031,09/09/1997
354215381,,POINT (-87.6253276 41.7900338),,,place_of_worship,,183,031,09/09/1997
354215385,,POINT (-87.6472724 41.7739226),,,place_of_worship,,181,031,09/09/1997
354215389,,POINT (-87.6967213 41.8736436),,,place_of_worship,,181,031,09/09/1997
354215394,,POINT (-87.6556046 41.7114229),,,place_of_worship,,187,031,09/09/1997
354215399,,POINT (-87.6681063 41.7680891),,,place_of_worship,,184,031,09/09/1997
354215803,,POINT (-87.7303334 41.8636434),,,place_of_worship,,184,031,09/09/1997
354215808,,POINT (-87.6518072 41.7507184),,,place_of_worship,,183,031,09/09/1997
354215813,,POINT (-87.6331048 41.7555896),,,place_of_worship,,182,031,09/09/1997
354215818,,POINT (-87.6142149 41.7430899),,,place_of_worship,,179,031,09/09/1997
354215827,,POINT (-87.653383 41.7494782),,,place_of_worship,,183,031,09/09/1997
354215832,,POINT (-87.7089434 41.8539214),,,place_of_worship,,182,031,09/09/1997
354215843,,POINT (-87.6447719 41.7605894),,,place_of_worship,,182,031,09/09/1997
354215847,,POINT (-87.7056101 41.8558658),,,place_of_worship,,182,031,09/09/1997
354215852,,POINT (-87.6639391 41.7530893),,,place_of_worship,,184,031,09/09/1997
354215857,,POINT (-87.7583907 41.8950319),,,place_of_worship,,186,031,09/09/1997
354215862,,POINT (-87.7058886 41.8855879),,,place_of_worship,,183,031,09/09/1997
354215867,,POINT (-87.6055893 41.8170701),,,place_of_worship,,182,031,09/09/1997
354215872,,POINT (-87.6158819 41.7586453),,,place_of_worship,,179,031,09/09/1997
354215877,,POINT (-87.6328274 41.7730895),,,place_of_worship,,183,031,09/09/1997
354215882,,POINT (-87.6386615 41.794478),,,place_of_worship,,183,031,09/09/1997
354215886,,POINT (-87.765891 41.8961429),,,place_of_worship,,189,031,09/09/1997
354215892,,POINT (-87.6964444 41.9061434),,,place_of_worship,,183,031,09/09/1997
354215896,,POINT (-87.6667226 41.9605876),,,place_of_worship,,183,031,09/09/1997
354215901,,POINT (-87.6272696 41.6858676),,,place_of_worship,,185,031,09/09/1997
354215905,,POINT (-87.694499 41.8764214),,,place_of_worship,,181,031,09/09/1997
354215910,,POINT (-87.6253259 41.7211453),,,place_of_worship,,181,031,09/09/1997
354215921,,POINT (-87.7086666 41.8908656),,,place_of_worship,,184,031,09/09/1997
354215925,,POINT (-87.6272701 41.7055899),,,place_of_worship,,183,031,09/09/1997
354215930,,POINT (-87.6511609 41.7561449),,,place_of_worship,,182,031,09/09/1997
354215935,,POINT (-87.6225495 41.7808672),,,place_of_worship,,185,031,09/09/1997
354215941,,POINT (-87.6333828 41.766145),,,place_of_worship,,183,031,09/09/1997
354215945,,POINT (-87.6472721 41.7653116),,,place_of_worship,,182,031,09/09/1997
354215950,,POINT (-87.5853252 41.7511457),,,place_of_worship,,183,031,09/09/1997
354215955,,POINT (-87.7506128 41.8975319),,,place_of_worship,,186,031,09/09/1997
354215960,,POINT (-87.644494 41.7572561),,,place_of_worship,,183,031,09/09/1997
354215964,,POINT (-87.6225473 41.6875344),,,place_of_worship,,185,031,09/09/1997
354215970,,POINT (-87.6436605 41.7514228),,,place_of_worship,,183,031,09/09/1997
354215974,,POINT (-87.6578282 41.7686447),,,place_of_worship,,183,031,09/09/1997
354215983,,POINT (-87.7292223 41.8672545),,,place_of_worship,,184,031,09/09/1997
354215988,,POINT (-87.7306113 41.8691989),,,place_of_worship,,184,031,09/09/1997
354215993,,POINT (-87.6071696 41.8225729),,,place_of_worship,,182,031,09/09/1997
354215998,,POINT (-87.6144946 41.8189225),,,place_of_worship,,183,031,09/09/1997
354216003,,POINT (-87.6303279 41.7930893),,,place_of_worship,,182,031,09/09/1997
354216008,,POINT (-87.5927415 41.7837771),,,place_of_worship,,180,031,09/09/1997
354216013,,POINT (-87.6197694 41.6886455),,,place_of_worship,,181,031,09/09/1997
354216018,,POINT (-87.626161 41.7914227),,,place_of_worship,,183,031,09/09/1997
354216022,,POINT (-87.6136611 41.8125337),,,place_of_worship,,183,031,09/09/1997
354216027,,POINT (-87.5386681 41.7007222),,,place_of_worship,,178,031,09/09/1997
354216032,,POINT (-87.7142214 41.8544769),,,place_of_worship,,182,031,09/09/1997
354216037,,POINT (-87.6725503 41.7428114),,,place_of_worship,,186,031,09/09/1997
354216041,,POINT (-87.6181055 41.8017005),,,place_of_worship,,183,031,09/09/1997
354216051,,POINT (-87.7017217 41.8791991),,,place_of_worship,,182,031,09/09/1997
354216056,,POINT (-87.6956113 41.9158655),,,place_of_worship,,183,031,09/09/1997
354216062,,POINT (-87.7089437 41.8639214),,,place_of_worship,,181,031,09/09/1997
354216066,,POINT (-87.7028338 41.9158655),,,place_of_worship,,183,031,09/09/1997
354216071,,POINT (-87.6158822 41.7694785),,,place_of_worship,,179,031,09/09/1997
354216076,,POINT (-87.6650509 41.7769779),,,place_of_worship,,184,031,09/09/1997
354216081,,POINT (-87.6331063 41.8114224),,,place_of_worship,,181,031,09/09/1997
354216085,,POINT (-87.7103329 41.873088),,,place_of_worship,,182,031,09/09/1997
354216090,,POINT (-87.7200561 41.8958655),,,place_of_worship,,184,031,09/09/1997
354216100,,POINT (-87.6200501 41.8092004),,,place_of_worship,,183,031,09/09/1997
354216104,,POINT (-87.6661609 41.7336449),,,place_of_worship,,186,031,09/09/1997
354216110,,POINT (-87.7100549 41.8653102),,,place_of_worship,,182,031,09/09/1997
354216115,,POINT (-87.7161668 41.8883655),,,place_of_worship,,184,031,09/09/1997
354216120,,POINT (-87.7206108 41.8639213),,,place_of_worship,,183,031,09/09/1997
354216124,,POINT (-87.6436615 41.7872558),,,place_of_worship,,183,031,09/09/1997
354216129,,POINT (-87.7661688 41.8941985),,,place_of_worship,,188,031,09/09/1997
354216134,,POINT (-87.6192167 41.8050337),,,place_of_worship,,183,031,09/09/1997
354216139,,POINT (-87.7283888 41.8644767),,,place_of_worship,,184,031,09/09/1997
354216143,,POINT (-87.6481061 41.7867003),,,place_of_worship,,182,031,09/09/1997
354216146,,POINT (-87.6256057 41.8011448),,,place_of_worship,,183,031,09/09/1997
354216149,,POINT (-87.6000479 41.7514233),,,place_of_worship,,179,031,09/09/1997
354216153,,POINT (-87.6147711 41.7694785),,,place_of_worship,,181,031,09/09/1997
354216155,,POINT (-87.6203252 41.6972566),,,place_of_worship,,183,031,09/09/1997
354216158,,POINT (-87.6497709 41.7069784),,,place_of_worship,,187,031,09/09/1997
354216161,,POINT (-87.7350557 41.8608656),,,place_of_worship,,184,031,09/09/1997
354216165,,POINT (-87.6219943 41.7978116),,,place_of_worship,,183,031,09/09/1997
354216168,,POINT (-87.7375561 41.8736433),,,place_of_worship,,184,031,09/09/1997
354216171,,POINT (-87.7356113 41.8608656),,,place_of_worship,,185,031,09/09/1997
354216174,,POINT (-87.64516 41.8638881),,,place_of_worship,,182,031,09/09/1997
354216177,,POINT (-87.7820945 41.7915824),,,place_of_worship,,186,031,09/09/1997
354216180,,POINT (-87.7281115 41.8772544),,,place_of_worship,,184,031,09/09/1997
354216183,,POINT (-87.6786668 41.9355878),,,place_of_worship,,181,031,09/09/1997
354216186,,POINT (-87.7875596 41.9378091),,,place_of_worship,,196,031,09/09/1997
354216189,,POINT (-87.7206116 41.8930878),,,place_of_worship,,184,031,09/09/1997
354216192,,POINT (-87.6053261 41.759201),,,place_of_worship,,179,031,09/09/1997
354216195,,POINT (-87.6186606 41.7867006),,,place_of_worship,,183,031,09/09/1997
354216198,,POINT (-87.6614377 41.6933673),,,place_of_worship,,189,031,09/09/1997
354216200,,POINT (-87.6347704 41.7072564),,,place_of_worship,,184,031,09/09/1997
354216205,,POINT (-87.640883 41.7650338),,,place_of_worship,,182,031,09/09/1997
354216216,,POINT (-87.7111659 41.8622546),,,place_of_worship,,182,031,09/09/1997
354216219,,POINT (-87.6061609 41.815867),,,place_of_worship,,182,031,09/09/1997
354216225,,POINT (-87.6206055 41.800867),,,place_of_worship,,183,031,09/09/1997
354216228,,POINT (-87.7042215 41.8708657),,,place_of_worship,,181,031,09/09/1997
354216231,,POINT (-87.6183805 41.6897566),,,place_of_worship,,180,031,09/09/1997
354216236,,POINT (-87.6256057 41.8014226),,,place_of_worship,,183,031,09/09/1997
354216241,,POINT (-87.6306049 41.7653118),,,place_of_worship,,182,031,09/09/1997
354216459,,POINT (-87.5972693 41.7164234),,,place_of_worship,,183,031,09/09/1997
354216571,,POINT (-87.6514392 41.7719781),,,place_of_worship,,181,031,09/09/1997
354216576,,POINT (-87.6556094 41.8958659),,,place_of_worship,,180,031,09/09/1997
354216580,,POINT (-87.676443 41.8825326),,,place_of_worship,,181,031,09/09/1997
354216586,,POINT (-87.7064436 41.8641992),,,place_of_worship,,181,031,09/09/1997
354216591,,POINT (-87.6256059 41.8080892),,,place_of_worship,,181,031,09/09/1997
354216596,,POINT (-87.6544953 41.7930891),,,place_of_worship,,181,031,09/09/1997
354216601,,POINT (-87.735889 41.8619766),,,place_of_worship,,184,031,09/09/1997
354216605,,POINT (-87.6444929 41.7067008),,,place_of_worship,,185,031,09/09/1997
354216611,,POINT (-87.7047769 41.8661436),,,place_of_worship,,181,031,09/09/1997
354216616,,POINT (-87.5439344 41.731424),,,place_of_worship,,180,031,09/09/1997
354216621,,POINT (-87.717555 41.8583657),,,place_of_worship,,182,031,09/09/1997
354216625,,POINT (-87.6297715 41.7664229),,,place_of_worship,,182,031,09/09/1997
354216630,,POINT (-87.6625578 41.8655922),,,place_of_worship,,181,031,09/09/1997
354216635,,POINT (-87.7319998 41.8572545),,,place_of_worship,,184,031,09/09/1997
354216641,,POINT (-87.6486593 41.6892008),,,place_of_worship,,189,031,09/09/1997
354216645,,POINT (-87.6197691 41.6705901),,,place_of_worship,,185,031,09/09/1997
354216650,,POINT (-87.6203251 41.6917011),,,place_of_worship,,182,031,09/09/1997
354216655,,POINT (-87.6997769 41.8736436),,,place_of_worship,,182,031,09/09/1997
354216660,,POINT (-87.6339387 41.7769782),,,place_of_worship,,183,031,09/09/1997
354216664,,POINT (-87.6331061 41.8061447),,,place_of_worship,,181,031,09/09/1997
354216670,,POINT (-87.6500506 41.9180829),,,place_of_worship,,181,031,09/09/1997
354216675,,POINT (-87.6242164 41.7875338),,,place_of_worship,,183,031,09/09/1997
354216680,,POINT (-87.564769 41.7575347),,,place_of_worship,,179,031,09/09/1997
354216685,,POINT (-87.6203281 41.8155892),,,place_of_worship,,183,031,09/09/1997
354216689,,POINT (-87.6206056 41.8042004),,,place_of_worship,,183,031,09/09/1997
354216695,,POINT (-87.6469949 41.7872558),,,place_of_worship,,183,031,09/09/1997
354216700,,POINT (-87.642826 41.6961452),,,place_of_worship,,187,031,09/09/1997
354222989,,POINT (-87.5853255 41.7633678),,,place_of_worship,,181,031,07/21/1998
354223015,,POINT (-87.6192166 41.8017004),,,place_of_worship,,183,031,07/21/1998
354223022,,POINT (-87.6247726 41.8136447),,,place_of_worship,,183,031,07/21/1998
354223026,,POINT (-87.5936588 41.7514234),,,place_of_worship,,179,031,07/21/1998
354223029,,POINT (-87.6125487 41.7658674),,,place_of_worship,,179,031,07/21/1998
354223033,,POINT (-87.605993 41.828586),,,school,,180,031,07/21/1998
354223037,,POINT (-87.6186597 41.8381947),,,place_of_worship,,182,031,07/21/1998
354223044,,POINT (-87.6211615 41.8175336),,,place_of_worship,,183,031,07/21/1998
354223052,,POINT (-87.6242172 41.8155892),,,place_of_worship,,183,031,07/21/1998
354223055,,POINT (-87.5653246 41.7578125),,,school,,179,031,07/21/1998
354223058,,POINT (-87.5669913 41.7592014),,,school,,179,031,07/21/1998
354223061,,POINT (-87.6246588 41.7697608),,,place_of_worship,,180,031,07/21/1998
354223064,,POINT (-87.5572686 41.7517016),,,place_of_worship,,178,031,07/21/1998
354223067,,POINT (-87.6208828 41.7825339),,,place_of_worship,,183,031,07/21/1998
354223073,,POINT (-87.5569908 41.7517016),,,place_of_worship,,178,031,07/21/1998
354223076,,POINT (-87.5669913 41.7586458),,,place_of_worship,,179,031,07/21/1998
354223079,,POINT (-87.6172722 41.8055893),,,school,,183,031,07/21/1998
354223082,,POINT (-87.6061597 41.7697564),,,place_of_worship,,181,031,07/21/1998
354223085,,POINT (-87.623939 41.8028115),,,place_of_worship,,183,031,07/21/1998
354223091,,POINT (-87.6194932 41.7600341),,,place_of_worship,,179,031,07/21/1998
354223095,,POINT (-87.6242164 41.7855894),,,place_of_worship,,183,031,07/21/1998
354223098,,POINT (-87.610049 41.7805896),,,place_of_worship,,181,031,07/21/1998
354223101,,POINT (-87.584416 41.7609627),,,school,,181,031,07/21/1998
354223107,,POINT (-87.6244936 41.7689229),,,place_of_worship,,179,031,07/21/1998
354223111,,POINT (-87.5939368 41.7586455),,,place_of_worship,,181,031,07/21/1998
354223115,,POINT (-87.6236602 41.7653118),,,place_of_worship,,179,031,07/21/1998
354223118,,POINT (-87.6131041 41.7580898),,,place_of_worship,,179,031,07/21/1998
354223121,,POINT (-87.6211609 41.7933671),,,place_of_worship,,183,031,07/21/1998
354223125,,POINT (-87.6011592 41.7583676),,,place_of_worship,,179,031,07/21/1998
354223131,,POINT (-87.6153269 41.7755896),,,place_of_worship,,181,031,07/21/1998
354223139,,POINT (-87.5931034 41.7589233),,,place_of_worship,,181,031,07/21/1998
354223143,,POINT (-87.6161613 41.8164225),,,place_of_worship,,183,031,07/21/1998
354223146,,POINT (-87.6044926 41.7586454),,,place_of_worship,,179,031,07/21/1998
354223155,,POINT (-87.6097712 41.7805896),,,place_of_worship,,181,031,07/21/1998
354223159,,POINT (-87.5650469 41.7592014),,,place_of_worship,,179,031,07/21/1998
354223162,,POINT (-87.6211608 41.7928116),,,place_of_worship,,183,031,07/21/1998
354223166,,POINT (-87.6203265 41.7542009),,,place_of_worship,,179,031,07/21/1998
354223170,,POINT (-87.6217171 41.8172558),,,place_of_worship,,183,031,07/21/1998
354223174,,POINT (-87.5989374 41.7767009),,,place_of_worship,,180,031,07/21/1998
354223178,,POINT (-87.6089377 41.7733674),,,place_of_worship,,182,031,07/21/1998
354223182,,POINT (-87.6178285 41.8336446),,,place_of_worship,,182,031,07/21/1998
354223186,,POINT (-87.6217163 41.7875338),,,place_of_worship,,183,031,07/21/1998
354223196,,POINT (-87.6150489 41.7680897),,,place_of_worship,,179,031,07/21/1998
354223203,,POINT (-87.6139382 41.7842007),,,place_of_worship,,181,031,07/21/1998
354223207,,POINT (-87.6122723 41.8186448),,,place_of_worship,,183,031,07/21/1998
354223211,,POINT (-87.6211602 41.7689229),,,place_of_worship,,179,031,07/21/1998
354223214,,POINT (-87.622273 41.8303113),,,place_of_worship,,181,031,07/21/1998
354223218,,POINT (-87.6014372 41.7639232),,,place_of_worship,,182,031,07/21/1998
354223222,,POINT (-87.6019496 41.7565989),,,place_of_worship,,179,031,07/21/1998
354223225,,POINT (-87.5758807 41.7639235),,,school,,179,031,07/21/1998
354223228,,POINT (-87.6058815 41.7561454),,,place_of_worship,,179,031,07/21/1998
354223232,,POINT (-87.5828253 41.7586456),,,place_of_worship,,181,031,07/21/1998
354223236,,POINT (-87.6236608 41.7875338),,,place_of_worship,,183,031,07/21/1998
354223239,,POINT (-87.5908815 41.7747565),,,place_of_worship,,181,031,07/21/1998
354224101,,POINT (-87.6172723 41.8097559),,,place_of_worship,,183,031,07/21/1998
354224115,,POINT (-87.6100498 41.8103116),,,place_of_worship,,182,031,07/21/1998
354224119,,POINT (-87.5758807 41.7639235),,,place_of_worship,,179,031,07/21/1998
354224123,,POINT (-87.5756026 41.7522569),,,place_of_worship,,180,031,07/21/1998
354224129,,POINT (-87.5928258 41.76559),,,place_of_worship,,181,031,07/21/1998
354224176,,POINT (-87.6225505 41.8189225),,,place_of_worship,,183,031,07/21/1998
354224180,,POINT (-87.5603244 41.7569792),,,place_of_worship,,179,031,07/21/1998
354224184,,POINT (-87.6128276 41.8069782),,,place_of_worship,,183,031,07/21/1998
354224186,,POINT (-87.6072709 41.7733674),,,place_of_worship,,181,031,07/21/1998
354224190,,POINT (-87.5792139 41.7547568),,,place_of_worship,,181,031,07/21/1998
354224356,,POINT (-87.5719913 41.7514236),,,place_of_worship,,180,031,07/21/1998
354224366,,POINT (-87.6069943 41.8155893),,,place_of_worship,,183,031,07/21/1998
354224387,,POINT (-87.6217162 41.7839228),,,place_of_worship,,184,031,07/21/1998
354224391,,POINT (-87.5794916 41.7514235),,,place_of_worship,,181,031,07/21/1998
354224394,,POINT (-87.6153271 41.7842006),,,place_of_worship,,181,031,07/21/1998
354224401,,POINT (-87.623939 41.8036448),,,place_of_worship,,183,031,07/21/1998
354224404,,POINT (-87.5694914 41.7592014),,,place_of_worship,,179,031,07/21/1998
354224408,,POINT (-87.5903255 41.7561456),,,place_of_worship,,182,031,07/21/1998
354224412,,POINT (-87.591403 41.7644697),,,place_of_worship,,180,031,07/21/1998
354224416,,POINT (-87.6236617 41.8203113),,,place_of_worship,,183,031,07/21/1998
354224418,,POINT (-87.5547685 41.7514238),,,place_of_worship,,179,031,07/21/1998
354224590,,POINT (-87.5558798 41.7589237),,,place_of_worship,,179,031,07/21/1998
354224674,,POINT (-87.5764362 41.7608679),,,place_of_worship,,180,031,07/21/1998
354224678,,POINT (-87.5778249 41.7517014),,,place_of_worship,,181,031,07/21/1998
354224685,,POINT (-87.6203275 41.7880895),,,place_of_worship,,183,031,07/21/1998
354224691,,POINT (-87.5542129 41.7505905),,,place_of_worship,,179,031,07/21/1998
354224695,,POINT (-87.6136603 41.7811451),,,place_of_worship,,181,031,07/21/1998
354224703,,POINT (-87.6172709 41.7603119),,,place_of_worship,,179,031,07/21/1998
354224711,,POINT (-87.603382 41.7783674),,,place_of_worship,,180,031,07/21/1998
354224715,,POINT (-87.6094942 41.8100338),,,place_of_worship,,182,031,07/21/1998
354224725,,POINT (-87.5622691 41.7628125),,,school,,179,031,07/21/1998
354224729,,POINT (-87.5744916 41.7608679),,,place_of_worship,,179,031,07/21/1998
354224732,,POINT (-87.6008814 41.7583676),,,place_of_worship,,179,031,07/21/1998
354224733,,POINT (-87.5844921 41.7644789),,,place_of_worship,,180,031,07/21/1998
354224735,,POINT (-87.6102148 41.831456),,,place_of_worship,,184,031,07/21/1998
354224737,,POINT (-87.6222713 41.7672562),,,place_of_worship,,179,031,07/21/1998
354224739,,POINT (-87.6222732 41.8369778),,,place_of_worship,,182,031,07/21/1998
354224741,,POINT (-87.624496 41.8558665),,,place_of_worship,,181,031,07/21/1998
354224745,,POINT (-87.5894926 41.776701),,,school,,181,031,07/21/1998
354224760,,POINT (-87.6178268 41.7694785),,,place_of_worship,,179,031,07/21/1998
354224768,,POINT (-87.6228284 41.8205891),,,place_of_worship,,183,031,07/21/1998
354224771,,POINT (-87.6231068 41.8430889),,,school,,181,031,07/21/1998
354224775,,POINT (-87.6208847 41.8564221),,,,,181,031,07/21/1998
354224779,,POINT (-87.5928256 41.7589233),,,place_of_worship,,181,031,07/21/1998
354224790,,POINT (-87.5739359 41.7514236),,,school,,180,031,07/21/1998
354224793,,POINT (-87.5994923 41.7511455),,,school,,180,031,07/21/1998
354224800,,POINT (-87.6217162 41.7830895),,,school,,184,031,07/21/1998
354224804,,POINT (-87.5922702 41.76559),,,place_of_worship,,180,031,07/21/1998
354224808,,POINT (-87.6189378 41.7658674),,,place_of_worship,,179,031,07/21/1998
354224811,,POINT (-87.5883813 41.7692011),,,place_of_worship,,180,031,07/21/1998
354224814,,POINT (-87.5786582 41.7514236),,,place_of_worship,,181,031,07/21/1998
354224818,,POINT (-87.610882 41.7655898),,,place_of_worship,,179,031,07/21/1998
354224829,,POINT (-87.6072722 41.8197559),,,place_of_worship,,183,031,07/21/1998
354227907,,POINT (-87.7158499 41.9516627),Potlatch 0.10f,,school,,181,031,04/01/1999
354227984,,POINT (-87.6789453 41.962532),,,school,,182,031,04/01/1999
354227996,,POINT (-87.6825561 41.9469765),,,place_of_worship,,181,031,04/01/1999
354227999,,POINT (-87.678527 41.9610996),,,school,,182,031,04/01/1999
354228003,,POINT (-87.6583895 41.983643),,,school,,182,031,04/01/1999
354228006,,POINT (-87.6600529 41.8580885),,,school,,182,031,04/01/1999
354228017,,POINT (-87.7120027 41.9880872),,,place_of_worship,,180,031,04/01/1999
354228027,,POINT (-87.7253332 41.8630879),,,school,,183,031,04/01/1999
354228031,,POINT (-87.6239366 41.7047565),,,,,183,031,04/01/1999
354228049,,POINT (-87.6811623 41.7683667),,,place_of_worship,,186,031,04/01/1999
354228055,,POINT (-87.7033861 41.7994773),,,school,,183,031,04/01/1999
354228058,,POINT (-87.6631107 41.9353101),,,school,,182,031,04/01/1999
354228061,,POINT (-87.6981138 42.0050314),,,school,,182,031,04/01/1999
354228067,,POINT (-87.6983874 41.8516993),,,school,,183,031,04/01/1999
354228072,,POINT (-87.5669913 41.7575347),,,school,,179,031,04/01/1999
354228075,,POINT (-87.6631087 41.8628106),,,,,181,031,04/01/1999
354228078,,POINT (-87.6408806 41.6600343),,,school,,183,031,04/01/1999
354228085,,POINT (-87.7542256 41.9533649),,,school,,187,031,04/01/1999
354228149,,POINT (-87.7247775 41.8603101),,,place_of_worship,,183,031,04/01/1999
354228153,,POINT (-87.7112226 41.9631919),,,place_of_worship,,181,031,04/01/1999
354228155,,POINT (-87.6308825 41.7578118),,,place_of_worship,,181,031,04/01/1999
354228156,,POINT (-87.7153325 41.8514214),,,place_of_worship,,183,031,04/01/1999
354228159,,POINT (-87.6844984 41.8666993),,,place_of_worship,,181,031,04/01/1999
354228160,,POINT (-87.7181116 41.8955878),,,place_of_worship,,184,031,04/01/1999
354228170,,POINT (-87.6333835 41.7939226),,,place_of_worship,,182,031,04/01/1999
354228194,,POINT (-87.705607 41.7422555),,,place_of_worship,,189,031,04/01/1999
354228198,,POINT (-87.6764447 41.9447543),,,place_of_worship,,182,031,04/01/1999
354228206,,POINT (-87.7169962 41.7411443),,,place_of_worship,,189,031,04/01/1999
354228225,,POINT (-87.7600575 41.8950319),,,school,,187,031,04/01/1999
354228247,,POINT (-87.6589375 41.6897562),,,place_of_worship,,188,031,04/01/1999
354228250,,POINT (-87.7653351 41.8822541),,,school,,188,031,04/01/1999
354228254,,POINT (-87.643105 41.7503117),,,school,,182,031,04/01/1999
354228258,,POINT (-87.6611616 41.7667003),,,place_of_worship,,183,031,04/01/1999
354228265,,POINT (-87.6642168 41.7503115),,,school,,184,031,04/01/1999
354228301,,POINT (-87.6397763 41.9314213),,,school,,181,031,04/01/1999
354228304,,POINT (-87.6653289 41.7847556),,,place_of_worship,,182,031,04/01/1999
354230304,,POINT (-87.6314383 41.7667006),,,place_of_worship,,182,031,04/01/1999
354230307,,POINT (-87.6811654 41.8814215),,,place_of_worship,,181,031,04/01/1999
354230311,,POINT (-87.7331138 41.9575317),,,place_of_worship,,184,031,04/01/1999
354230314,,POINT (-87.7333867 41.7805883),,,place_of_worship,,185,031,04/01/1999
354230331,,POINT (-87.6364365 41.6778121),,,school,,188,031,04/01/1999
354230335,,POINT (-87.6639458 42.0011428),,,school,,183,031,04/01/1999
354230342,,POINT (-87.6636619 41.7753113),,,school,,183,031,04/01/1999
354230348,,POINT (-87.597826 41.764201),,,place_of_worship,,181,031,04/01/1999
354230359,,POINT (-87.7167217 41.8600324),,,place_of_worship,,182,031,04/01/1999
354230375,,POINT (-87.7106104 41.8611436),,,place_of_worship,,181,031,04/01/1999
354230386,,POINT (-87.6694954 41.7758667),,,place_of_worship,,183,031,04/01/1999
354230389,,POINT (-87.7150546 41.8475325),,,school,,182,031,04/01/1999
354230403,,POINT (-87.6722736 41.7864222),,,place_of_worship,,182,031,04/01/1999
354230534,,POINT (-87.6625537 41.8830883),,,school,,181,031,04/01/1999
354230537,,POINT (-87.7100882 41.9700336),,,place_of_worship,,182,031,04/01/1999
354230540,,POINT (-87.6952652 41.9760064),,,place_of_worship,,186,031,04/01/1999
354230571,,POINT (-87.6497766 41.9261435),,,school,,182,031,04/01/1999
354230574,,POINT (-87.6999864 41.9995644),,,place_of_worship,,181,031,04/01/1999
354230585,,POINT (-87.7106082 41.7803108),,,place_of_worship,,185,031,04/01/1999
354230592,,POINT (-87.6560754 41.9405736),,,school,,183,031,04/01/1999
354230600,,POINT (-87.6792177 41.7589225),,,school,,185,031,04/01/1999
354230607,,POINT (-87.6639406 41.8078111),,,school,,182,031,04/01/1999
354230611,,POINT (-87.7289465 41.9416985),,,school,,183,031,04/01/1999
354230617,,POINT (-87.6469963 41.8383665),,,place_of_worship,,182,031,04/01/1999
354230630,,POINT (-87.7106081 41.7780886),,,place_of_worship,,184,031,04/01/1999
354230637,,POINT (-87.6744746 41.8708735),,,school,,181,031,04/01/1999
354230650,,POINT (-87.6253276 41.7875338),,,place_of_worship,,183,031,04/01/1999
354230676,,POINT (-87.6222713 41.7667007),,,school,,179,031,04/01/1999
354230683,,POINT (-87.6628279 41.7505893),,,place_of_worship,,184,031,04/01/1999
354230696,,POINT (-87.6331049 41.760034),,,place_of_worship,,182,031,04/01/1999
354230702,,POINT (-87.6508888 41.9678099),,,hospital,,180,031,04/01/1999
354230710,,POINT (-87.6058812 41.7417011),,,place_of_worship,,179,031,04/01/1999
354230713,,POINT (-87.6664426 41.878366),,,school,,180,031,04/01/1999
354230717,,POINT (-87.5561575 41.7519793),,,school,,178,031,04/01/1999
354230721,,POINT (-87.6431051 41.7530895),,,school,,183,031,04/01/1999
354230735,,POINT (-87.6656067 41.7850334),,,school,,182,031,04/01/1999
354230738,,POINT (-87.7531148 41.9683648),,,place_of_worship,,186,031,04/01/1999
354230745,,POINT (-87.7236664 41.8633656),,,place_of_worship,,183,031,04/01/1999
354230749,,POINT (-87.6233818 41.7436453),,,school,,178,031,04/01/1999
354230752,,POINT (-87.6675511 41.7822556),,,,,182,031,04/01/1999
354230755,,POINT (-87.6953322 41.8658659),,,school,,181,031,04/01/1999
354232367,,POINT (-87.6317201 41.9130882),,,grave_yard,,181,031,04/01/1999
354232373,,POINT (-87.5608795 41.7375349),,,school,,178,031,04/01/1999
354232377,,POINT (-87.663662 41.7803113),,,place_of_worship,,182,031,04/01/1999
354232379,,POINT (-87.663939 41.7478115),,,place_of_worship,,184,031,04/01/1999
354232383,,POINT (-87.6667155 41.6861451),,,place_of_worship,,189,031,04/01/1999
354232387,,POINT (-87.7497789 41.8805876),,,place_of_worship,,185,031,04/01/1999
354232391,,POINT (-87.7240057 41.7560184),,,school,,189,031,04/01/1999
354232393,,POINT (-87.6953349 41.967254),,,place_of_worship,,179,031,04/01/1999
354232397,,POINT (-87.6920022 41.9978095),,,school,,181,031,04/01/1999
354232401,,POINT (-87.6594939 41.7280895),,,place_of_worship,,186,031,04/01/1999
354232405,,POINT (-87.5764356 41.7367014),,,school,,180,031,04/01/1999
354232418,,POINT (-87.7625575 41.8925318),,,school,,187,031,04/01/1999
354232422,,POINT (-87.7625575 41.8925318),,,place_of_worship,,187,031,04/01/1999
354232426,,POINT (-87.8628412 41.9736414),,,school,,190,031,04/01/1999
